_id,Ngày,Quốc gia,Thành phố,Phân loại,Count,Min,Max,Meidan,Variance
892,2020-03-30T00:00:00,VN,Hồ Chí Minh,humidity,24,43,88,72,3196.36
893,2020-11-09T00:00:00,VN,Hồ Chí Minh,humidity,24,62.5,100,94,1420.14
894,2020-09-11T00:00:00,VN,Hồ Chí Minh,humidity,24,53.5,88,69,956.45
895,2020-11-21T00:00:00,VN,Hồ Chí Minh,humidity,24,64,100,85.5,979.09
896,2020-03-19T00:00:00,VN,Hồ Chí Minh,humidity,24,37,83,69,2937.79
897,2020-05-04T00:00:00,VN,Hồ Chí Minh,humidity,24,25.5,74,60,3278.04
898,2020-04-25T00:00:00,VN,Hồ Chí Minh,humidity,24,35,91.5,83,3700
899,2020-07-27T00:00:00,VN,Hồ Chí Minh,humidity,23,50.5,94,76.5,2163.63
900,2020-08-21T00:00:00,VN,Hồ Chí Minh,humidity,24,55.5,94,76.5,1363.26
901,2020-10-24T00:00:00,VN,Hồ Chí Minh,humidity,24,50.5,94,78,1840.65
902,2021-01-01T00:00:00,VN,Hồ Chí Minh,humidity,24,45,64,57,451.74
903,2020-09-03T00:00:00,VN,Hồ Chí Minh,humidity,24,47.5,88,83,2039.45
904,2020-09-04T00:00:00,VN,Hồ Chí Minh,humidity,24,44,94,83,2436.36
905,2020-01-06T00:00:00,VN,Hồ Chí Minh,humidity,24,54,94,80.5,2376.63
906,2020-03-05T00:00:00,VN,Hồ Chí Minh,humidity,24,45,88.5,70,2078.98
907,2020-06-16T00:00:00,VN,Hồ Chí Minh,humidity,24,55.5,100,94,2282.54
908,2020-06-19T00:00:00,VN,Hồ Chí Minh,humidity,24,54,94,81,1411.09
909,2021-01-14T00:00:00,VN,Hồ Chí Minh,humidity,24,48,93,69,1886.14
910,2020-01-15T00:00:00,VN,Hồ Chí Minh,humidity,24,30,91,65,4130.07
911,2020-04-02T00:00:00,VN,Hồ Chí Minh,humidity,24,22.5,94,59.5,3947.39
912,2020-02-28T00:00:00,VN,Hồ Chí Minh,humidity,24,28,80.5,49.5,2151.7
913,2020-07-11T00:00:00,VN,Hồ Chí Minh,humidity,24,57,94,78.5,1772.6
914,2020-12-21T00:00:00,VN,Hồ Chí Minh,humidity,24,43,78,55.5,1304.89
915,2020-12-24T00:00:00,VN,Hồ Chí Minh,humidity,24,53.5,100,88,2542.16
916,2020-02-27T00:00:00,VN,Hồ Chí Minh,humidity,24,31,83,52.5,2313.87
917,2020-04-22T00:00:00,VN,Hồ Chí Minh,humidity,24,46.5,91,74.5,2481.09
918,2020-10-25T00:00:00,VN,Hồ Chí Minh,humidity,24,62,94,83,912.54
919,2020-07-25T00:00:00,VN,Hồ Chí Minh,humidity,24,55,100,81,2225.97
920,2020-09-15T00:00:00,VN,Hồ Chí Minh,humidity,24,66,97,88,1215
921,2020-01-10T00:00:00,VN,Hồ Chí Minh,humidity,24,64,100,83,1303.55
922,2020-02-02T00:00:00,VN,Hồ Chí Minh,humidity,24,41.5,83,65,1921.74
923,2020-08-05T00:00:00,VN,Hồ Chí Minh,humidity,24,45.5,88,74.5,2410.32
924,2020-06-07T00:00:00,VN,Hồ Chí Minh,humidity,24,74,94,85.5,309.98
925,2020-10-30T00:00:00,VN,Hồ Chí Minh,humidity,24,52,94,83,1889.31
926,2020-11-16T00:00:00,VN,Hồ Chí Minh,humidity,24,47.5,97,85.5,3259.28
927,2020-06-14T00:00:00,VN,Hồ Chí Minh,humidity,24,72,97,94,462.83
928,2020-11-08T00:00:00,VN,Hồ Chí Minh,humidity,24,59,94,74,1496.92
929,2020-09-21T00:00:00,VN,Hồ Chí Minh,humidity,24,62,100,97,2131.84
930,2020-07-31T00:00:00,VN,Hồ Chí Minh,humidity,24,60.5,100,88,1857.61
931,2020-09-29T00:00:00,VN,Hồ Chí Minh,humidity,24,74,100,91,606.3
932,2020-10-20T00:00:00,VN,Hồ Chí Minh,humidity,24,66,97,83,1222.59
933,2020-11-18T00:00:00,VN,Hồ Chí Minh,humidity,24,55,100,78.5,1577.06
934,2021-03-01T00:00:00,VN,Hồ Chí Minh,humidity,24,46,83,69,1316.94
935,2020-04-23T00:00:00,VN,Hồ Chí Minh,humidity,24,37,83,66,2685.36
936,2020-05-22T00:00:00,VN,Hồ Chí Minh,humidity,24,49.5,88,83,1379.33
937,2020-07-17T00:00:00,VN,Hồ Chí Minh,humidity,24,50.5,100,74,2481.45
938,2021-10-01T00:00:00,VN,Hồ Chí Minh,humidity,24,46.5,80,65,920.43
939,2020-08-07T00:00:00,VN,Hồ Chí Minh,humidity,24,64,100,94,1363.62
940,2020-07-22T00:00:00,VN,Hồ Chí Minh,humidity,24,55,97,74,2359.55
941,2020-08-16T00:00:00,VN,Hồ Chí Minh,humidity,24,50.5,100,80.5,2673.68
942,2020-09-09T00:00:00,VN,Hồ Chí Minh,humidity,24,59,94,88,1206.41
943,2020-09-19T00:00:00,VN,Hồ Chí Minh,humidity,23,79,100,100,331.12
944,2020-03-18T00:00:00,VN,Hồ Chí Minh,humidity,24,35,83,72,2996.01
945,2020-03-20T00:00:00,VN,Hồ Chí Minh,humidity,24,34,83,65,3496.14
946,2020-05-07T00:00:00,VN,Hồ Chí Minh,humidity,24,60.5,100,88,1149.11
947,2020-09-20T00:00:00,VN,Hồ Chí Minh,humidity,24,62,100,88,1573.41
948,2020-10-17T00:00:00,VN,Hồ Chí Minh,humidity,24,72,100,94,623.91
949,2020-11-14T00:00:00,VN,Hồ Chí Minh,humidity,24,43,88,61,2151.94
950,2020-11-23T00:00:00,VN,Hồ Chí Minh,humidity,24,52,100,91,2239.02
951,2020-01-12T00:00:00,VN,Hồ Chí Minh,humidity,24,62,100,80.5,1627.17
952,2020-01-20T00:00:00,VN,Hồ Chí Minh,humidity,24,39.5,91,59.5,3654.13
953,2020-08-14T00:00:00,VN,Hồ Chí Minh,humidity,24,62,100,88.5,1866.09
954,2020-10-14T00:00:00,VN,Hồ Chí Minh,humidity,24,94,100,100,61.14
955,2020-07-23T00:00:00,VN,Hồ Chí Minh,humidity,21,60.5,100,88,1261.73
956,2020-09-08T00:00:00,VN,Hồ Chí Minh,humidity,23,62,100,88.5,1295.5
957,2020-12-08T00:00:00,VN,Hồ Chí Minh,humidity,24,68,97,88,544.57
958,2020-01-17T00:00:00,VN,Hồ Chí Minh,humidity,24,33,91,69,3289.49
959,2020-01-23T00:00:00,VN,Hồ Chí Minh,humidity,23,32.5,67,54,1298.29
960,2020-04-15T00:00:00,VN,Hồ Chí Minh,humidity,24,49,97,70,3226.94
961,2020-12-23T00:00:00,VN,Hồ Chí Minh,humidity,24,62,100,78,1889.02
962,2020-01-31T00:00:00,VN,Hồ Chí Minh,humidity,24,49.5,88,63.5,1856.63
963,2020-08-13T00:00:00,VN,Hồ Chí Minh,humidity,24,70,100,94,959.42
964,2020-06-10T00:00:00,VN,Hồ Chí Minh,humidity,24,76.5,100,94,788.8
965,2020-07-07T00:00:00,VN,Hồ Chí Minh,humidity,24,59,94,79,1890.27
966,2020-09-24T00:00:00,VN,Hồ Chí Minh,humidity,24,57.5,100,94,2124.93
967,2020-11-25T00:00:00,VN,Hồ Chí Minh,humidity,24,41.5,94,74,3490.76
968,2021-04-01T00:00:00,VN,Hồ Chí Minh,humidity,24,41.5,94,78,3168.15
969,2020-02-29T00:00:00,VN,Hồ Chí Minh,humidity,24,35,78,57,1706.29
970,2020-07-05T00:00:00,VN,Hồ Chí Minh,humidity,24,48,88,70,1935.27
971,2020-05-28T00:00:00,VN,Hồ Chí Minh,humidity,24,61,100,85.5,1204.56
972,2020-04-18T00:00:00,VN,Hồ Chí Minh,humidity,24,46,94,74,2595.94
973,2020-11-07T00:00:00,VN,Hồ Chí Minh,humidity,24,54,100,76.5,2428.58
974,2020-10-10T00:00:00,VN,Hồ Chí Minh,humidity,24,79,100,100,546.15
975,2020-01-13T00:00:00,VN,Hồ Chí Minh,humidity,24,28.5,100,67,4886.37
976,2020-06-24T00:00:00,VN,Hồ Chí Minh,humidity,24,54.5,97,83,1809.89
977,2020-02-08T00:00:00,VN,Hồ Chí Minh,humidity,24,79,100,94,210.65
978,2020-12-31T00:00:00,VN,Hồ Chí Minh,humidity,24,45,64,52,409.55
979,2020-09-25T00:00:00,VN,Hồ Chí Minh,humidity,24,66,100,88,1620.94
980,2020-10-15T00:00:00,VN,Hồ Chí Minh,humidity,24,74,100,100,707.88
981,2020-10-28T00:00:00,VN,Hồ Chí Minh,humidity,24,65,88,74,537.39
982,2020-06-09T00:00:00,VN,Hồ Chí Minh,humidity,24,56,100,94,2585.42
983,2020-10-12T00:00:00,VN,Hồ Chí Minh,humidity,24,58,100,75.5,1612.93
984,2020-12-06T00:00:00,VN,Hồ Chí Minh,humidity,24,55,100,78.5,2367.16
985,2020-08-29T00:00:00,VN,Hồ Chí Minh,humidity,24,50.5,94,83,1943.91
986,2020-05-09T00:00:00,VN,Hồ Chí Minh,humidity,24,62,94,88,1380.8
987,2020-09-17T00:00:00,VN,Hồ Chí Minh,humidity,24,59,100,91,1952.82
988,2020-04-03T00:00:00,VN,Hồ Chí Minh,humidity,3,69,74,69,83.33
989,2020-07-03T00:00:00,VN,Hồ Chí Minh,humidity,24,41,85.5,74,2608.69
990,2020-05-19T00:00:00,VN,Hồ Chí Minh,humidity,24,38,94,83,3260.76
991,2020-04-16T00:00:00,VN,Hồ Chí Minh,humidity,24,43.5,91,66,2026.3
992,2020-06-20T00:00:00,VN,Hồ Chí Minh,humidity,24,55.5,94,78.5,1580
993,2020-07-14T00:00:00,VN,Hồ Chí Minh,humidity,24,45,100,74.5,4018.03
994,2020-09-12T00:00:00,VN,Hồ Chí Minh,humidity,24,53.5,71,63.5,394.76
995,2020-11-01T00:00:00,VN,Hồ Chí Minh,humidity,24,50.5,100,78,1904.23
996,2020-08-04T00:00:00,VN,Hồ Chí Minh,humidity,24,52.5,81,78,827.93
997,2020-04-13T00:00:00,VN,Hồ Chí Minh,humidity,24,62,100,78.5,1771.73
998,2020-03-15T00:00:00,VN,Hạ Long,wind speed,6,1,3,1,6.67
999,2020-09-01T00:00:00,VN,Hạ Long,wind speed,6,1,3,2,5.67
1000,2020-02-03T00:00:00,VN,Hạ Long,wind speed,7,1,3,2,4.76
1001,2020-04-09T00:00:00,VN,Hồ Chí Minh,humidity,24,52,100,81,1913.8
1002,2020-03-20T00:00:00,VN,Hạ Long,wind speed,8,1,3,2,5
1003,2020-03-31T00:00:00,VN,Hạ Long,wind speed,7,1,2,2,2.38
1004,2020-07-12T00:00:00,VN,Hồ Chí Minh,humidity,24,53.5,88,67,1097.54
1005,2020-06-02T00:00:00,VN,Hạ Long,wind speed,8,1,2,1,2.86
1006,2020-05-03T00:00:00,VN,Hồ Chí Minh,humidity,24,38,78,63.5,2272.82
1007,2020-01-03T00:00:00,VN,Hạ Long,wind speed,7,1,3,2,6.67
1008,2020-12-03T00:00:00,VN,Hạ Long,wind speed,6,1,2,1,2.67
1009,2020-06-01T00:00:00,VN,Hạ Long,wind speed,6,1,3,2,8
1010,2020-01-17T00:00:00,VN,Hạ Long,wind speed,7,1,2,1,1.43
1011,2020-01-18T00:00:00,VN,Hạ Long,wind speed,5,1,2,2,3
1012,2020-01-19T00:00:00,VN,Hạ Long,wind speed,7,1,2,2,2.38
1013,2020-01-23T00:00:00,VN,Hạ Long,wind speed,8,1,3,2,4.11
1014,2020-03-23T00:00:00,VN,Hạ Long,wind speed,8,1,4,2,6.96
1015,2020-03-29T00:00:00,VN,Hạ Long,wind speed,8,1,4,2,8.57
1016,2020-04-02T00:00:00,VN,Hạ Long,wind speed,7,1,2,1,2.86
1017,2020-03-13T00:00:00,VN,Hạ Long,wind speed,8,1,3,2,4.11
1018,2020-03-19T00:00:00,VN,Hạ Long,wind speed,8,1,2,2,2.68
1019,2020-03-01T00:00:00,VN,Hạ Long,wind speed,7,1,4,2,11.43
1020,2020-08-01T00:00:00,VN,Hạ Long,wind speed,4,1,2,2,2.5
1021,2020-02-27T00:00:00,VN,Hạ Long,wind speed,8,1,3,1,5.54
1022,2020-03-17T00:00:00,VN,Hạ Long,wind speed,8,1,3,2,6.96
1023,2020-01-16T00:00:00,VN,Hạ Long,wind speed,7,1,2,2,2.86
1024,2020-01-30T00:00:00,VN,Hạ Long,wind speed,8,1,3,2,9.82
1025,2020-07-02T00:00:00,VN,Hạ Long,wind speed,7,1,2,1,2.86
1026,2020-08-02T00:00:00,VN,Hạ Long,wind speed,8,1,2,2,2.68
1027,2020-03-22T00:00:00,VN,Hạ Long,wind speed,8,1,3,2,5
1028,2020-05-02T00:00:00,VN,Hạ Long,wind speed,7,1,3,2,5.71
1029,2020-02-25T00:00:00,VN,Hạ Long,wind speed,2,2,2,2,0
1030,2020-02-28T00:00:00,VN,Hạ Long,wind speed,7,1,2,2,2.86
1031,2020-05-01T00:00:00,VN,Hạ Long,wind speed,8,1,3,1,5.54
1032,2020-10-01T00:00:00,VN,Hạ Long,wind speed,8,1,4,2,6.96
1033,2020-03-16T00:00:00,VN,Hạ Long,wind speed,7,1,2,1,1.43
1034,2020-10-26T00:00:00,VN,Hạ Long,pressure,8,998.6,1002.2,999.6,12.08
1035,2020-02-02T00:00:00,VN,Hạ Long,pressure,7,1002.9,1007.9,1005.1,24.06
1036,2020-12-04T00:00:00,VN,Hạ Long,pressure,6,1001,1007.2,1004.6,60.95
1037,2020-02-07T00:00:00,VN,Hạ Long,pressure,7,987,989.5,988.8,8.3
1038,2020-03-09T00:00:00,VN,Hạ Long,pressure,7,992.9,997,994.7,18.22
