_id,Ngày,Quốc gia,Thành phố,Phân loại,Count,Min,Max,Meidan,Variance
6954,2020-01-17T00:00:00,VN,Huế,humidity,24,58,100,83,2117.17
6955,2020-03-26T00:00:00,VN,Huế,humidity,24,68,91,78,606.84
6956,2020-08-30T00:00:00,VN,Huế,humidity,24,54.5,85.5,78,1356.95
6957,2020-05-10T00:00:00,VN,Huế,humidity,24,62,94,81,1207.28
6958,2020-11-23T00:00:00,VN,Huế,humidity,24,78,97,88,251.14
6959,2020-03-24T00:00:00,VN,Huế,humidity,24,60,94,83,1305
6960,2020-04-02T00:00:00,VN,Huế,humidity,24,54.5,100,85.5,2439.2
6961,2020-03-17T00:00:00,VN,Huế,humidity,24,68,100,85.5,722.61
6962,2020-04-23T00:00:00,VN,Huế,humidity,24,70,100,88,887.37
6963,2020-08-19T00:00:00,VN,Huế,humidity,23,54,91,78.5,1408.84
6964,2020-09-18T00:00:00,VN,Huế,humidity,9,91,100,94,92.5
6965,2020-04-10T00:00:00,VN,Huế,humidity,24,66,94,85.5,970.61
6966,2020-12-25T00:00:00,VN,Huế,humidity,24,93,100,93,73.68
6967,2020-09-01T00:00:00,VN,Huế,humidity,24,60,94,80.5,1575.32
6968,2021-03-01T00:00:00,VN,Huế,humidity,24,82,100,93,409.78
6969,2020-06-07T00:00:00,VN,Huế,humidity,24,53,83,70,1060.92
6970,2020-09-06T00:00:00,VN,Huế,humidity,24,44,88,66,1556.41
6971,2020-07-26T00:00:00,VN,Huế,humidity,23,49.5,88,65,1384.84
6972,2020-08-15T00:00:00,VN,Huế,humidity,24,60.5,94,88,1352.16
6973,2020-09-17T00:00:00,VN,Huế,humidity,24,74,100,88,453.91
6974,2020-10-13T00:00:00,VN,Huế,humidity,24,88,100,100,132.39
6975,2020-09-04T00:00:00,VN,Huế,humidity,24,63.5,83,73,479.13
6976,2020-04-24T00:00:00,VN,Huế,humidity,24,88,100,94,125.22
6977,2020-04-25T00:00:00,VN,Huế,humidity,24,94,100,94,85.43
6978,2020-04-28T00:00:00,VN,Huế,humidity,24,71,94,85.5,824.4
6979,2020-05-07T00:00:00,VN,Huế,humidity,24,52,91,70,1289.78
6980,2020-05-08T00:00:00,VN,Huế,humidity,24,59.5,91,74.5,1062.83
6981,2021-09-01T00:00:00,VN,Huế,humidity,24,90,100,93,58.44
6982,2020-04-18T00:00:00,VN,Huế,humidity,24,66,94,83,736.63
6983,2020-07-24T00:00:00,VN,Huế,humidity,24,52,91,72,1522.88
6984,2020-08-18T00:00:00,VN,Huế,humidity,23,53.5,94,83,1831.25
6985,2020-08-20T00:00:00,VN,Huế,humidity,23,59,91,76,1021.92
6986,2021-11-01T00:00:00,VN,Huế,humidity,24,93,100,96.5,105.63
6987,2020-11-05T00:00:00,VN,Huế,humidity,24,52,91,74,1725.58
6988,2020-06-25T00:00:00,VN,Huế,humidity,46,48.5,81.5,72.5,1483.16
6989,2020-10-19T00:00:00,VN,Huế,humidity,24,83,100,91,189.93
6990,2020-11-22T00:00:00,VN,Huế,humidity,24,70,100,88,946.58
6991,2020-04-12T00:00:00,VN,Huế,humidity,24,75,96.5,90.5,378.24
6992,2020-03-21T00:00:00,VN,Huế,humidity,24,68,100,88,1108.19
6993,2020-04-30T00:00:00,VN,Huế,humidity,23,68,100,88,1053.78
6994,2020-05-06T00:00:00,VN,Huế,humidity,24,48.5,94,74,1945.97
6995,2020-01-11T00:00:00,VN,Huế,humidity,24,65,94,85.5,674.71
6996,2020-06-11T00:00:00,VN,Huế,humidity,24,83,100,94,158.19
6997,2020-06-02T00:00:00,VN,Huế,humidity,24,42,93,80,3391.5
6998,2020-03-05T00:00:00,VN,Huế,humidity,24,62,94,81,1216.15
6999,2020-08-06T00:00:00,VN,Huế,humidity,24,45.5,85.5,68,1592.82
7000,2020-06-26T00:00:00,VN,Huế,humidity,46,54,80.5,65.5,624.81
7001,2020-08-12T00:00:00,VN,Huế,humidity,24,91,100,93,64.28
7002,2020-12-30T00:00:00,VN,Huế,humidity,24,83,100,94,218.1
7003,2020-02-03T00:00:00,VN,Huế,humidity,23,62,97,83,1404.55
7004,2020-03-23T00:00:00,VN,Huế,humidity,24,70,94,85.5,780.32
7005,2020-04-15T00:00:00,VN,Huế,humidity,24,61.5,91,78,692.35
7006,2020-04-27T00:00:00,VN,Huế,humidity,24,94,100,94,80.71
7007,2020-05-27T00:00:00,VN,Huế,humidity,24,63,88,83,826.58
7008,2020-05-30T00:00:00,VN,Huế,humidity,24,53,94,76.5,1672.79
7009,2020-07-23T00:00:00,VN,Huế,humidity,22,52,94,76,1978.51
7010,2020-11-18T00:00:00,VN,Huế,humidity,24,70,100,88,988.37
7011,2020-05-03T00:00:00,VN,Huế,humidity,24,83,100,91,283.41
7012,2020-11-26T00:00:00,VN,Huế,humidity,24,83,100,94,191.59
7013,2020-11-24T00:00:00,VN,Huế,humidity,24,74,94,88,446.09
7014,2020-06-24T00:00:00,VN,Huế,humidity,48,40.5,83,68,1901.45
7015,2020-08-25T00:00:00,VN,Huế,humidity,23,38.5,94,79,3252.14
7016,2020-10-10T00:00:00,VN,Huế,humidity,23,85.5,100,94,138.38
7017,2020-12-20T00:00:00,VN,Huế,humidity,24,93,100,93,83.22
7018,2020-05-21T00:00:00,VN,Huế,humidity,24,40,86.5,66,1844.98
7019,2020-08-13T00:00:00,VN,Huế,humidity,24,70,94,83,582.13
7020,2020-08-16T00:00:00,VN,Huế,humidity,24,53.5,94,91,1896.36
7021,2020-02-10T00:00:00,VN,Huế,humidity,22,66,100,79,1088.23
7022,2020-04-29T00:00:00,VN,Huế,humidity,24,65,97,88,1220.05
7023,2020-07-22T00:00:00,VN,Huế,humidity,24,57,88,74,1079.96
7024,2020-07-25T00:00:00,VN,Huế,humidity,24,51,88,74,1279.33
7025,2020-06-05T00:00:00,VN,Huế,humidity,24,53,94,68,2317.17
7026,2020-03-20T00:00:00,VN,Huế,wind speed,24,1,3.6,2.5,7.24
7027,2020-03-23T00:00:00,VN,Huế,wind speed,24,0.5,4.1,1.8,13.24
7028,2020-03-25T00:00:00,VN,Huế,wind speed,24,0.5,4.6,1.5,16.06
7029,2020-05-01T00:00:00,VN,Huế,wind speed,24,0.5,5.6,2,35.7
7030,2020-01-20T00:00:00,VN,Huế,wind speed,23,0.5,5.9,2,40.02
7031,2020-02-03T00:00:00,VN,Huế,wind speed,23,1.2,5.4,2.8,17.57
7032,2020-05-03T00:00:00,VN,Huế,wind speed,24,1.5,5.1,3.6,8.92
7033,2020-07-03T00:00:00,VN,Huế,wind speed,24,0.5,3.6,1.2,10.16
7034,2020-03-15T00:00:00,VN,Huế,wind speed,24,1.5,4.6,2.8,6.69
7035,2020-03-17T00:00:00,VN,Huế,wind speed,24,0.7,5.6,1.8,24.47
7036,2020-12-01T00:00:00,VN,Huế,wind speed,24,0.5,4.3,1.8,15.21
7037,2020-01-31T00:00:00,VN,Huế,wind speed,24,0.5,3.6,1.8,5.94
7038,2020-02-26T00:00:00,VN,Huế,wind speed,24,0.5,5.1,2,33.43
7039,2020-06-03T00:00:00,VN,Huế,wind speed,24,0.5,3.3,1.5,4.7
7040,2020-08-01T00:00:00,VN,Huế,wind speed,24,0.5,5.4,2,20.26
7041,2020-01-19T00:00:00,VN,Huế,wind speed,24,0.5,5.4,1.2,29.43
7042,2020-03-03T00:00:00,VN,Huế,wind speed,3,0.5,1.8,0.5,5.63
7043,2020-03-22T00:00:00,VN,Huế,wind speed,24,0.5,3.6,1.2,10.7
7044,2020-09-01T00:00:00,VN,Huế,wind speed,24,0.7,5.1,2,24.75
7045,2020-01-29T00:00:00,VN,Huế,wind speed,24,2,5.4,3.8,7.45
7046,2020-03-24T00:00:00,VN,Huế,wind speed,24,0.7,6.1,2,28.58
7047,2020-03-31T00:00:00,VN,Huế,wind speed,24,0.5,3.8,2.3,10.47
7048,2020-01-18T00:00:00,VN,Huế,wind speed,24,0.5,5.6,1.8,25.58
7049,2020-01-22T00:00:00,VN,Huế,wind speed,21,0.5,5.1,2.5,25.07
7050,2020-05-02T00:00:00,VN,Huế,wind speed,24,0.5,7.2,2,64.99
7051,2020-02-29T00:00:00,VN,Huế,wind speed,24,0.5,5.6,1.5,32.87
7052,2020-01-23T00:00:00,VN,Huế,wind speed,22,0.5,3.6,1.8,6.93
7053,2020-01-27T00:00:00,VN,Huế,wind speed,24,1.8,4.3,2.8,5.04
7054,2020-02-27T00:00:00,VN,Huế,wind speed,24,1,6.1,2.3,42.45
7055,2020-04-03T00:00:00,VN,Huế,wind speed,4,4.3,5.4,4.6,2.16
7056,2020-01-28T00:00:00,VN,Huế,wind speed,24,1.5,3.6,2.8,4.83
7057,2020-02-28T00:00:00,VN,Huế,wind speed,24,0.5,5.9,2,26.63
7058,2020-03-14T00:00:00,VN,Huế,wind speed,24,1.5,5.4,3.3,9.62
7059,2020-03-19T00:00:00,VN,Huế,wind speed,24,0.7,3.3,2,4.94
7060,2020-03-21T00:00:00,VN,Huế,wind speed,24,0.5,4.1,1.2,12.55
7061,2020-01-14T00:00:00,VN,Huế,wind speed,24,0.5,6.6,1.8,46.32
7062,2020-04-02T00:00:00,VN,Huế,wind speed,24,0.7,6.4,1.5,43.6
7063,2020-08-02T00:00:00,VN,Huế,wind speed,24,0.5,7.2,3,61.56
7064,2020-10-03T00:00:00,VN,Huế,wind speed,24,1,6.4,3.3,34.16
7065,2020-03-30T00:00:00,VN,Huế,wind speed,24,0.5,4.8,1.5,17.35
7066,2020-02-02T00:00:00,VN,Huế,wind speed,24,0.5,6.6,1.5,36.39
7067,2020-08-03T00:00:00,VN,Huế,wind speed,24,0.5,3.6,1.5,10.04
7068,2020-11-03T00:00:00,VN,Huế,wind speed,24,0.5,3.6,2,4.69
7069,2020-03-16T00:00:00,VN,Huế,wind speed,24,0.5,4.1,2.5,10.25
7070,2020-07-02T00:00:00,VN,Huế,wind speed,24,0.5,5.1,1.8,24.12
7071,2020-02-25T00:00:00,VN,Huế,wind speed,6,0.7,3.6,2.3,9.98
7072,2020-09-03T00:00:00,VN,Huế,wind speed,24,0.5,5.1,1.8,16.16
7073,2020-03-01T00:00:00,VN,Huế,wind speed,12,1,6.1,1.5,47.98
7074,2020-01-13T00:00:00,VN,Huế,wind speed,24,0.7,7.2,2.3,55.65
7075,2020-01-15T00:00:00,VN,Huế,wind speed,24,0.5,4.8,1.2,18.3
7076,2020-01-02T00:00:00,VN,Huế,wind speed,24,0.5,6.6,3.3,49.88
7077,2020-12-03T00:00:00,VN,Huế,wind speed,24,0.5,3,1.2,6.41
7078,2020-03-26T00:00:00,VN,Huế,wind speed,24,0.7,4.6,1.5,10.98
7079,2020-03-29T00:00:00,VN,Huế,wind speed,23,0.5,3,1,6.75
7080,2020-10-01T00:00:00,VN,Huế,wind speed,24,0.5,5.1,2,23.26
7081,2020-01-21T00:00:00,VN,Huế,wind speed,24,0.5,7.2,1.8,42.78
7082,2020-01-25T00:00:00,VN,Huế,wind speed,24,0.5,3.3,1.2,8.06
7083,2020-01-30T00:00:00,VN,Huế,wind speed,24,1,5.1,3.6,13.51
7084,2020-07-01T00:00:00,VN,Huế,wind speed,24,0.7,5.6,2,29.24
7085,2020-01-16T00:00:00,VN,Huế,wind speed,24,1,4.8,1.8,17.66
7086,2020-01-24T00:00:00,VN,Huế,wind speed,24,0.5,4.6,2,16.9
7087,2020-03-28T00:00:00,VN,Huế,wind speed,24,1,5.1,1.8,13.15
7088,2020-06-01T00:00:00,VN,Huế,wind speed,23,0.7,4.3,1.5,15.47
7089,2020-01-26T00:00:00,VN,Huế,wind speed,24,1.8,6.9,5.1,41.38
7090,2020-09-02T00:00:00,VN,Huế,wind speed,11,2,6.1,4.1,16.47
7091,2020-04-01T00:00:00,VN,Huế,wind speed,24,0.5,6.1,1.5,31.77
7092,2020-11-01T00:00:00,VN,Huế,wind speed,24,1,4.3,1.2,14.5
7093,2020-06-02T00:00:00,VN,Huế,wind speed,24,1,5.1,1.8,12.08
7094,2020-03-18T00:00:00,VN,Huế,wind speed,24,1,4.6,1.5,16.62
7095,2020-03-27T00:00:00,VN,Huế,wind speed,24,0.5,4.6,1.5,17.1
7096,2020-01-17T00:00:00,VN,Huế,wind speed,24,0.2,4.6,1.2,20.27
7097,2020-03-02T00:00:00,VN,Huế,wind speed,24,1,6.9,2,40.26
7098,2020-01-03T00:00:00,VN,Huế,wind speed,24,1,4.3,1.5,9.46
7099,2020-03-13T00:00:00,VN,Huế,wind speed,24,0.5,3.6,1.5,9.36
7100,2020-03-23T00:00:00,VN,Huế,pressure,24,1010,1014,1011.5,16.08
7101,2020-12-05T00:00:00,VN,Huế,pressure,24,1008,1011,1010,10.39
7102,2020-05-25T00:00:00,VN,Huế,pressure,24,1006.5,1010,1008.5,12.01
7103,2020-07-15T00:00:00,VN,Huế,pressure,24,1003.5,1008,1006,13.44
7104,2020-02-10T00:00:00,VN,Huế,pressure,22,1006,1009,1007.5,13.07
7105,2021-01-14T00:00:00,VN,Huế,pressure,24,1015,1019,1017,13.98
7106,2020-10-16T00:00:00,VN,Huế,pressure,24,1001.5,1009,1007,44.02
7107,2020-04-03T00:00:00,VN,Huế,pressure,4,1014.5,1016,1015,5.62
7108,2020-06-04T00:00:00,VN,Huế,pressure,24,1011,1015,1013,19.23
7109,2020-07-05T00:00:00,VN,Huế,pressure,23,1003,1008,1006,21.58
7110,2020-05-16T00:00:00,VN,Huế,pressure,24,1003,1008,1005,21.94
7111,2020-06-06T00:00:00,VN,Huế,pressure,24,1005,1008,1006.5,12.75
7112,2020-07-22T00:00:00,VN,Huế,pressure,24,1006,1009,1009,12.17
7113,2020-12-10T00:00:00,VN,Huế,pressure,24,1003,1006.5,1004,15.43
7114,2020-04-29T00:00:00,VN,Huế,pressure,24,1013,1016.5,1015,11.29
7115,2021-01-18T00:00:00,VN,Huế,pressure,23,1021,1025,1022,18.37
7116,2020-01-26T00:00:00,VN,Huế,pressure,24,1011,1018,1015,50.54
7117,2020-03-27T00:00:00,VN,Huế,pressure,24,1007,1012,1009,23.44
7118,2020-10-06T00:00:00,VN,Huế,pressure,24,1005,1009,1007,11.59
7119,2020-10-14T00:00:00,VN,Huế,pressure,24,1005,1009,1006,19.23
7120,2020-10-25T00:00:00,VN,Huế,pressure,24,1008,1013,1011,19.98
7121,2020-06-11T00:00:00,VN,Huế,pressure,24,1012.5,1016,1014,15
7122,2020-12-28T00:00:00,VN,Huế,pressure,24,1011,1015,1013,15.94
7123,2020-03-21T00:00:00,VN,Huế,pressure,24,1010,1014,1012,17.1
7124,2020-09-05T00:00:00,VN,Huế,pressure,24,1005.5,1009,1007.5,9.78
7125,2020-09-08T00:00:00,VN,Huế,pressure,23,1002.5,1006,1005,10.21
7126,2020-09-15T00:00:00,VN,Huế,pressure,24,1005,1010,1008,19.34
7127,2020-10-20T00:00:00,VN,Huế,pressure,24,1010,1014,1011,13.58
7128,2020-02-11T00:00:00,VN,Huế,pressure,24,1013,1017,1015,13.19
7129,2020-11-18T00:00:00,VN,Huế,pressure,24,1010,1014,1012,12.32
7130,2020-03-17T00:00:00,VN,Huế,pressure,24,1012,1017,1014,19.52
7131,2020-04-18T00:00:00,VN,Huế,pressure,24,1010,1013,1012,8.8
7132,2020-04-08T00:00:00,VN,Huế,pressure,24,1001.5,1005,1002.5,8.91
7133,2020-09-11T00:00:00,VN,Huế,pressure,24,1013,1017,1014.5,13.19
7134,2020-11-21T00:00:00,VN,Huế,pressure,23,1011,1014,1012,15.07
7135,2020-03-14T00:00:00,VN,Huế,pressure,24,1012,1017,1014.5,33.91
7136,2020-04-04T00:00:00,VN,Huế,pressure,24,1011,1016,1014,20.39
7137,2020-06-08T00:00:00,VN,Huế,pressure,24,1005,1008.5,1006.5,12.23
7138,2020-05-09T00:00:00,VN,Huế,pressure,24,1004,1008,1007,18.76
7139,2020-12-19T00:00:00,VN,Huế,pressure,24,1019,1023,1020.5,17.16
7140,2020-01-30T00:00:00,VN,Huế,pressure,24,1019,1022.5,1020,10.21
7141,2020-07-27T00:00:00,VN,Huế,pressure,22,1003,1007,1006,19.59
7142,2020-10-15T00:00:00,VN,Huế,pressure,24,1006,1009,1007.5,12.59
7143,2020-12-26T00:00:00,VN,Huế,pressure,24,1014,1018,1016,15.07
7144,2020-11-16T00:00:00,VN,Huế,pressure,24,1014,1017,1015,9.71
7145,2020-01-21T00:00:00,VN,Huế,pressure,24,1017,1021,1018.5,16.41
7146,2020-10-04T00:00:00,VN,Huế,pressure,24,1013,1017,1015,13.55
7147,2020-04-19T00:00:00,VN,Huế,pressure,24,1007,1012,1010,22.17
7148,2020-05-19T00:00:00,VN,Huế,pressure,24,1003,1006,1004.5,9.28
7149,2020-08-06T00:00:00,VN,Huế,pressure,24,1004,1007,1005.5,14.78
7150,2020-08-08T00:00:00,VN,Huế,pressure,24,1003,1007,1005.5,11.94
7151,2020-10-29T00:00:00,VN,Huế,pressure,22,1003,1013,1008,96.28
7152,2020-11-20T00:00:00,VN,Huế,pressure,23,1010,1014,1012,12.27
7153,2020-12-17T00:00:00,VN,Huế,pressure,24,1017,1021,1018,11.63
7154,2020-05-26T00:00:00,VN,Huế,pressure,24,1006,1010,1008,11.3
7155,2020-03-26T00:00:00,VN,Huế,pressure,24,1008,1012,1010,9.52
7156,2020-08-05T00:00:00,VN,Huế,pressure,23,1004,1008,1006,15.1
7157,2020-06-30T00:00:00,VN,Huế,pressure,23,1002,1006,1004,9.96
7158,2020-12-08T00:00:00,VN,Huế,pressure,24,1005,1009,1006,15.42
7159,2020-01-18T00:00:00,VN,Huế,pressure,24,1014,1018,1016.5,19.09
7160,2020-02-28T00:00:00,VN,Huế,pressure,24,1013,1017,1015,13.75
7161,2020-10-28T00:00:00,VN,Huế,pressure,23,996.5,1007.5,1002.5,108.4
7162,2020-05-18T00:00:00,VN,Huế,pressure,24,1002,1006,1004,14.55
7163,2020-03-09T00:00:00,VN,Huế,pressure,22,1007,1010,1008,11.67
7164,2020-04-02T00:00:00,VN,Huế,pressure,24,1014,1018,1016,18.91
7165,2020-07-03T00:00:00,VN,Huế,pressure,24,1009,1015,1011,30.72
7166,2020-08-22T00:00:00,VN,Huế,pressure,24,1007,1010,1009,7.02
7167,2020-12-15T00:00:00,VN,Huế,pressure,24,1014,1019,1016.5,22.54
7168,2020-01-17T00:00:00,VN,Huế,pressure,24,1015,1019,1017,15.36
7169,2020-02-25T00:00:00,VN,Huế,pressure,6,1015,1017,1016.5,7.67
7170,2020-04-20T00:00:00,VN,Huế,pressure,24,1008,1012,1010,16.19
7171,2020-07-21T00:00:00,VN,Huế,pressure,24,1006,1010,1008,14.98
7172,2020-08-18T00:00:00,VN,Huế,pressure,23,1004,1007.5,1006,11.13
7173,2020-01-12T00:00:00,VN,Huế,pressure,24,1017,1020,1018,10.43
7174,2020-01-07T00:00:00,VN,Huế,pressure,24,1001.5,1005,1003.5,9.31
7175,2020-08-13T00:00:00,VN,Huế,pressure,24,1006,1009,1007,9.76
7176,2020-06-10T00:00:00,VN,Huế,pressure,24,1008.5,1012,1009.5,10.39
7177,2020-03-12T00:00:00,VN,Huế,pressure,24,1017,1020,1018,9.13
7178,2020-04-07T00:00:00,VN,Huế,pressure,23,1005.5,1008,1007,6.96
7179,2020-01-25T00:00:00,VN,Huế,pressure,24,1008.5,1014,1012,24.98
7180,2020-01-02T00:00:00,VN,Huế,pressure,24,1015.5,1020,1018,17.46
7181,2020-03-20T00:00:00,VN,Huế,pressure,24,1012,1016,1013.5,15.05
7182,2020-04-15T00:00:00,VN,Huế,pressure,24,1012.5,1017,1014,20.49
7183,2020-04-25T00:00:00,VN,Huế,pressure,24,1015,1019,1017,16.73
7184,2020-05-23T00:00:00,VN,Huế,pressure,24,1004,1008,1006,16.96
7185,2020-06-20T00:00:00,VN,Huế,pressure,24,1005,1009,1007,16.08
7186,2020-08-07T00:00:00,VN,Huế,pressure,24,1006,1009,1008,11.73
7187,2020-08-25T00:00:00,VN,Huế,pressure,23,1003.5,1008,1006.5,18.69
7188,2020-10-21T00:00:00,VN,Huế,pressure,24,1012,1015,1013,10.85
7189,2020-12-06T00:00:00,VN,Huế,pressure,24,1001,1006,1004,30.42
7190,2020-12-24T00:00:00,VN,Huế,pressure,24,1015,1018,1016,9.56
7191,2020-03-03T00:00:00,VN,Huế,pressure,3,1013,1013.5,1013,0.83
7192,2020-03-28T00:00:00,VN,Huế,pressure,24,1007,1011,1009,19.78
7193,2020-02-04T00:00:00,VN,Huế,pressure,24,1010,1014,1012,13.19
7194,2020-05-20T00:00:00,VN,Huế,pressure,24,1003,1007,1005,13.76
7195,2020-07-16T00:00:00,VN,Huế,pressure,24,1003,1008,1006,17.54
7196,2020-07-25T00:00:00,VN,Huế,pressure,24,1006,1009,1008,8.8
7197,2020-05-10T00:00:00,VN,Huế,pressure,24,1007.5,1011,1009,12.37
7198,2020-02-02T00:00:00,VN,Huế,pressure,24,1016,1021,1018,25.8
7199,2020-05-03T00:00:00,VN,Huế,pressure,24,1013,1018,1015,20.85
7200,2020-11-03T00:00:00,VN,Huế,pressure,24,1012,1017,1014,18.58
7201,2020-03-13T00:00:00,VN,Huế,pressure,24,1009,1014,1011,24.34
7202,2020-03-19T00:00:00,VN,Huế,pressure,24,1009,1014,1011,25.43
7203,2020-03-06T00:00:00,VN,Huế,pressure,24,1005,1009,1007.5,14.42
7204,2020-08-29T00:00:00,VN,Huế,pressure,24,1003,1007,1004,15.2
7205,2021-04-01T00:00:00,VN,Huế,pressure,24,1018,1022,1020,10.85
7206,2020-01-31T00:00:00,VN,Huế,pressure,24,1017,1021,1019,15.61
7207,2020-03-04T00:00:00,VN,Huế,pressure,24,1011,1015,1012.5,13.03
7208,2020-05-22T00:00:00,VN,Huế,pressure,24,1002,1006,1004,16.36
7209,2020-05-24T00:00:00,VN,Huế,pressure,23,1005,1010,1008,25.38
7210,2020-06-15T00:00:00,VN,Huế,pressure,24,1005.5,1010,1008,19.96
7211,2020-07-10T00:00:00,VN,Huế,pressure,24,1005,1009.5,1008,17.79
7212,2020-10-27T00:00:00,VN,Huế,pressure,24,1008,1013,1010,20
7213,2021-11-01T00:00:00,VN,Huế,pressure,24,1021,1028,1025,61.26
7214,2020-01-24T00:00:00,VN,Huế,pressure,24,1012,1016,1014,14.98
7215,2020-08-17T00:00:00,VN,Huế,pressure,23,1004.5,1008,1007,12.04
7216,2020-10-11T00:00:00,VN,Huế,pressure,24,1013,1017,1015,14.52
7217,2020-11-15T00:00:00,VN,Huế,pressure,24,1002,1015,1011.5,186.95
7218,2020-08-01T00:00:00,VN,Huế,pressure,24,1015,1019,1016,12.39
7219,2020-01-03T00:00:00,VN,Huế,pressure,24,1011,1015,1013,15.42
7220,2020-09-12T00:00:00,VN,Huế,pressure,24,1015,1019,1017,15.21
7221,2020-12-23T00:00:00,VN,Huế,pressure,24,1014,1018,1016,12.57
7222,2020-06-14T00:00:00,VN,Huế,pressure,24,1002,1008.5,1005,33.48
7223,2020-08-27T00:00:00,VN,Huế,pressure,24,1001,1004,1003,8.46
7224,2020-01-14T00:00:00,VN,Huế,pressure,24,1013,1018,1015,21.01
7225,2020-06-02T00:00:00,VN,Huế,pressure,24,1013,1018,1016,24.52
7226,2020-04-16T00:00:00,VN,Huế,pressure,24,1003.5,1014,1011,61.92
7227,2020-04-06T00:00:00,VN,Huế,pressure,24,1005,1009,1007,12.75
7228,2020-07-24T00:00:00,VN,Huế,pressure,24,1006,1010,1008,15.8
7229,2020-11-08T00:00:00,VN,Huế,pressure,24,1003.5,1008,1005,15.21
7230,2020-08-19T00:00:00,VN,Huế,pressure,23,1003.5,1007,1005.5,9.16
7231,2020-11-14T00:00:00,VN,Huế,pressure,24,1007.5,1015,1013,55.22
7232,2021-07-01T00:00:00,VN,Huế,pressure,24,1015,1019,1016.5,12.32
7233,2020-05-01T00:00:00,VN,Huế,pressure,24,1015,1019,1017,12.32
7234,2020-06-01T00:00:00,VN,Huế,pressure,23,1014.5,1019,1016,17.84
7235,2020-01-23T00:00:00,VN,Huế,pressure,22,1012,1017,1014.5,16.6
7236,2020-04-05T00:00:00,VN,Huế,pressure,24,1007,1011,1009,15.65
7237,2020-05-30T00:00:00,VN,Huế,pressure,24,1008,1012,1010,17.1
7238,2020-11-19T00:00:00,VN,Huế,pressure,24,1009,1013,1011,13.44
7239,2020-12-13T00:00:00,VN,Huế,pressure,23,1010,1014,1012,13.69
7240,2021-01-15T00:00:00,VN,Huế,pressure,24,1013,1017,1015,16.79
7241,2020-01-22T00:00:00,VN,Huế,pressure,23,1014,1019,1016.5,20.9
7242,2020-06-25T00:00:00,VN,Huế,pressure,46,1003,1006.5,1005.5,14.59
7243,2020-11-13T00:00:00,VN,Huế,pressure,24,1014,1017,1016,10.58
7244,2020-11-29T00:00:00,VN,Huế,pressure,24,1016,1020,1018,15.1
7245,2020-11-12T00:00:00,VN,Huế,pressure,24,1013,1017,1015,15.5
7246,2020-02-05T00:00:00,VN,Huế,pressure,24,1007,1011,1009,15.49
7247,2020-08-21T00:00:00,VN,Huế,pressure,23,1006,1010,1008,11.96
7248,2020-11-22T00:00:00,VN,Huế,pressure,24,1013,1017,1014.5,17.39
7249,2020-12-29T00:00:00,VN,Huế,pressure,24,1011,1016,1013,26.52
7250,2020-05-02T00:00:00,VN,Huế,pressure,24,1014,1019,1016.5,23.11
7251,2020-03-29T00:00:00,VN,Huế,pressure,23,1006,1011,1008,31.81
7252,2020-07-04T00:00:00,VN,Huế,pressure,24,1011,1015,1013,13.89
7253,2020-05-14T00:00:00,VN,Huế,pressure,24,1006,1013,1009,44.55
7254,2020-02-06T00:00:00,VN,Huế,pressure,24,1006.5,1010,1008.5,11.37
7255,2020-06-18T00:00:00,VN,Huế,pressure,24,1005,1009,1007,13.84
7256,2020-11-27T00:00:00,VN,Huế,pressure,24,1016,1019,1017,14.11
7257,2021-03-01T00:00:00,VN,Huế,pressure,24,1018,1021,1020,9.52
7258,2020-03-15T00:00:00,VN,Huế,pressure,24,1013,1018.5,1016,24.18
7259,2020-03-22T00:00:00,VN,Huế,pressure,24,1009,1014,1011.5,19.06
7260,2020-08-04T00:00:00,VN,Huế,pressure,24,1012,1016,1013.5,14.06
7261,2020-11-07T00:00:00,VN,Huế,pressure,24,1003.5,1008,1005.5,15.86
7262,2020-07-20T00:00:00,VN,Huế,pressure,24,1005,1009,1007,16.23
7263,2020-08-23T00:00:00,VN,Huế,pressure,23,1006,1009,1008,10.45
7264,2020-01-09T00:00:00,VN,Huế,pressure,24,1005,1009,1007.5,12.28
7265,2020-07-01T00:00:00,VN,Huế,pressure,24,1014,1018,1015.5,16.84
7266,2020-07-17T00:00:00,VN,Huế,pressure,24,1005.5,1009,1007,12.17
7267,2020-07-30T00:00:00,VN,Huế,pressure,24,1003,1007,1005.5,16.26
7268,2020-10-24T00:00:00,VN,Huế,pressure,24,1011,1015,1013,14.63
7269,2020-12-12T00:00:00,VN,Huế,pressure,24,1011,1016,1013,20.1
7270,2020-03-25T00:00:00,VN,Huế,pressure,24,1009,1012,1010,10.21
7271,2020-10-08T00:00:00,VN,Huế,pressure,24,1002,1005.5,1005,9.31
7272,2020-07-09T00:00:00,VN,Huế,pressure,24,1004,1009,1006,16.73
7273,2020-11-25T00:00:00,VN,Huế,pressure,24,1014,1018,1015.5,15.18
7274,2020-04-12T00:00:00,VN,Huế,pressure,24,1017,1021,1018.5,13.26
7275,2021-08-01T00:00:00,VN,Huế,pressure,23,1016.5,1023,1020,40.65
7276,2020-10-05T00:00:00,VN,Huế,pressure,24,1006,1010.5,1008,17.57
7277,2020-06-24T00:00:00,VN,Huế,pressure,48,1003,1008,1006,20.63
7278,2021-01-16T00:00:00,VN,Huế,pressure,24,1013,1017,1015,16.45
