Province,Category,Count,Min,Max,Meidan,Variance,Date
Hồ Chí Minh,wind speed,24,0.2,4.1,2.0,5.53,2020-01-16
Hồ Chí Minh,wind speed,24,1.0,5.1,1.8,16.42,2020-01-17
Hồ Chí Minh,wind speed,24,1.2,3.6,2.0,5.84,2020-02-02
Hồ Chí Minh,wind speed,24,1.2,4.8,3.0,9.01,2020-07-02
Hồ Chí Minh,wind speed,24,1.8,5.9,3.3,13.95,2020-03-16
Hồ Chí Minh,wind speed,24,1.5,4.3,3.6,5.46,2020-03-30
Hạ Long,PM-10,24,3.0,7.0,5.0,17.39,2020-09-30
Hạ Long,PM-10,24,22.0,59.0,43.0,1555.36,2020-03-14
Hạ Long,PM-10,24,25.0,42.0,31.0,234.33,2020-04-14
Hồ Chí Minh,wind speed,24,1.0,3.8,2.0,7.42,2020-08-01
Hồ Chí Minh,wind speed,24,0.7,5.1,1.5,23.35,2020-09-01
Hồ Chí Minh,wind speed,24,0.2,4.3,2.8,12.75,2020-10-01
Hồ Chí Minh,wind speed,24,2.5,5.1,4.1,4.77,2020-03-17
Hồ Chí Minh,wind speed,23,0.5,3.8,2.3,7.07,2020-06-01
Hồ Chí Minh,Wind Speed,24,1.0,4.8,1.8,10.16,2020-06-15
Hồ Chí Minh,Wind Speed,24,0.5,5.1,1.8,9.36,2020-06-19
Hồ Chí Minh,Wind Speed,24,0.5,6.1,2.5,28.22,2020-04-30
Hồ Chí Minh,Wind Speed,21,0.2,5.1,2.8,23.12,2020-02-09
Hồ Chí Minh,Wind Speed,24,0.5,5.4,1.2,15.03,2020-12-27
Hồ Chí Minh,Wind Speed,24,0.2,3.6,1.2,6.51,2020-12-16
Hồ Chí Minh,Wind Speed,24,0.7,2.8,1.2,3.57,2021-10-01
Hạ Long,PM-10,24,25.0,51.0,37.0,749.57,2020-04-27
Hồ Chí Minh,Wind Speed,22,0.2,6.6,1.2,22.98,2020-06-21
Hạ Long,PM-10,24,10.0,16.0,13.0,20.8,2020-12-07
Hồ Chí Minh,Wind Speed,23,0.2,6.9,3.8,38.64,2020-10-08
Hạ Long,PM-10,12,3.0,8.0,5.0,31.52,2020-09-16
Hồ Chí Minh,Wind Speed,24,0.7,4.8,2.3,11.85,2020-04-11
Hạ Long,PM-10,24,8.0,24.0,13.0,210.85,2020-10-16
Hồ Chí Minh,Wind Speed,24,2.3,6.6,4.1,18.32,2020-10-11
Hạ Long,PM-10,24,7.0,17.0,10.0,66.88,2020-11-19
Hồ Chí Minh,Wind Speed,22,0.2,3.3,1.2,7.39,2020-11-22
Hồ Chí Minh,Wind Speed,24,0.2,6.4,1.2,20.8,2020-04-26
Hồ Chí Minh,Wind Speed,24,1.0,5.9,3.0,15.25,2020-05-14
Hạ Long,PM-10,24,33.0,53.0,47.0,448.91,2021-01-19
Hồ Chí Minh,Wind Speed,24,0.5,5.4,2.8,20.05,2020-08-08
Hồ Chí Minh,Wind Speed,23,0.2,4.1,1.0,9.62,2020-02-10
Hồ Chí Minh,Wind Speed,24,0.5,3.6,2.0,8.32,2020-12-25
Hồ Chí Minh,Wind Speed,24,0.2,5.1,1.2,10.17,2020-07-20
Hồ Chí Minh,Wind Speed,23,0.2,3.0,1.2,5.2,2020-07-21
Hồ Chí Minh,Wind Speed,24,2.5,6.9,4.3,13.54,2020-02-08
Hạ Long,PM-10,24,46.0,60.0,52.0,111.58,2020-03-15
Hạ Long,PM-10,24,15.0,33.0,23.0,235.36,2020-05-28
Hạ Long,PM-10,72,3.0,31.0,10.0,267.29,2020-06-26
Hồ Chí Minh,Wind Speed,24,2.3,6.1,4.3,9.35,2020-01-05
Hạ Long,PM-10,24,27.0,67.0,54.0,1841.09,2020-01-13
Hạ Long,PM-10,24,6.0,12.0,10.0,38.24,2020-07-29
Hồ Chí Minh,Wind Speed,24,0.2,4.6,2.3,14.48,2020-07-15
Hạ Long,PM-10,24,29.0,46.0,34.0,304.35,2020-07-12
Hồ Chí Minh,Wind Speed,24,0.7,4.6,2.0,13.91,2020-09-11
Hồ Chí Minh,Wind Speed,24,0.2,3.3,1.2,8.98,2020-11-21
Hạ Long,PM-10,24,2.0,27.0,11.0,621.67,2020-06-04
Hồ Chí Minh,Wind Speed,24,0.7,3.8,1.8,8.24,2021-01-13
Hồ Chí Minh,Wind Speed,24,0.7,4.1,3.0,11.61,2020-07-08
Hạ Long,PM-10,24,15.0,53.0,23.0,907.37,2020-04-19
Hồ Chí Minh,Wind Speed,24,1.5,5.1,2.8,7.95,2020-08-22
Hồ Chí Minh,Wind Speed,24,0.5,4.1,2.3,11.83,2020-08-24
Hồ Chí Minh,Wind Speed,24,0.2,3.6,1.0,9.29,2020-11-09
Hạ Long,PM-10,24,9.0,18.0,11.0,58.53,2020-01-06
Hồ Chí Minh,Wind Speed,24,0.5,5.4,2.3,18.41,2020-10-13
Hồ Chí Minh,Wind Speed,24,2.8,6.6,4.8,14.43,2020-12-21
Hồ Chí Minh,Wind Speed,24,1.8,5.1,3.8,9.38,2020-12-31
Hồ Chí Minh,Wind Speed,23,0.5,3.3,2.3,6.15,2020-05-01
Hồ Chí Minh,Wind Speed,24,3.0,6.4,4.6,6.42,2020-03-04
Hồ Chí Minh,Wind Speed,24,0.2,7.4,1.5,24.45,2020-06-29
Hồ Chí Minh,Wind Speed,23,0.2,3.6,1.5,10.8,2020-03-09
Hồ Chí Minh,Wind Speed,24,3.8,8.7,5.4,21.16,2020-09-18
Hồ Chí Minh,Wind Speed,24,0.2,6.1,1.5,21.59,2020-05-27
Hồ Chí Minh,Wind Speed,24,0.2,4.1,1.5,12.97,2020-06-06
Hồ Chí Minh,Wind Speed,24,0.5,4.3,1.8,12.73,2020-06-14
Hồ Chí Minh,Wind Speed,24,0.5,3.3,1.8,7.79,2020-10-25
Hồ Chí Minh,Wind Speed,22,0.5,2.3,1.2,2.14,2020-11-12
Hồ Chí Minh,Wind Speed,24,2.0,5.4,3.3,7.23,2020-08-29
Hồ Chí Minh,Wind Speed,24,0.7,4.6,2.8,8.22,2020-08-30
Hồ Chí Minh,Wind Speed,23,0.2,6.4,1.0,22.64,2020-09-13
Hạ Long,PM-10,24,18.0,27.0,23.0,53.75,2020-11-24
Hồ Chí Minh,Wind Speed,24,1.2,4.3,3.3,10.14,2020-04-18
Hạ Long,PM-10,24,31.0,153.0,37.0,6821.58,2020-04-01
Hồ Chí Minh,Wind Speed,24,1.8,5.6,3.6,9.56,2020-05-13
Hồ Chí Minh,Wind Speed,24,1.5,5.4,2.3,6.14,2020-05-17
Hạ Long,PM-10,24,24.0,52.0,34.0,393.26,2020-08-02
Hồ Chí Minh,Wind Speed,23,0.2,3.8,1.5,7.58,2020-07-25
Hồ Chí Minh,Wind Speed,24,2.3,5.6,3.8,9.96,2020-08-26
Hạ Long,PM-10,24,12.0,41.0,22.0,513.75,2020-05-26
Hồ Chí Minh,Wind Speed,24,0.5,3.6,1.5,8.53,2020-12-28
Hồ Chí Minh,Wind Speed,24,1.2,5.6,2.5,15.49,2020-03-05
Hạ Long,PM-10,24,3.0,70.0,15.0,4176.45,2020-07-24
Hồ Chí Minh,Wind Speed,24,0.5,3.8,2.3,9.3,2020-07-17
Hồ Chí Minh,Wind Speed,24,0.2,4.8,3.0,12.99,2020-08-19
Hồ Chí Minh,Wind Speed,23,0.5,3.8,2.0,13.82,2020-07-10
Hạ Long,PM-10,24,3.0,12.0,7.0,47.23,2020-09-09
Hồ Chí Minh,Wind Speed,24,0.5,3.6,1.8,7.24,2020-02-12
Hạ Long,PM-10,16,5.0,14.0,7.0,75.62,2020-09-15
Hồ Chí Minh,Wind Speed,24,2.0,4.1,3.0,3.27,2020-11-05
Hồ Chí Minh,Wind Speed,24,1.0,4.6,2.5,11.26,2020-05-23
Hồ Chí Minh,Wind Speed,22,0.2,4.3,1.2,17.79,2020-07-27
Hồ Chí Minh,Wind Speed,22,0.2,5.1,2.8,22.64,2020-08-25
Hồ Chí Minh,Wind Speed,24,1.5,4.6,3.0,7.05,2020-05-15
Hồ Chí Minh,Wind Speed,24,0.5,5.1,1.5,17.95,2020-06-30
Hạ Long,PM-10,24,8.0,24.0,13.0,169.11,2020-08-10
Hồ Chí Minh,Wind Speed,24,1.2,5.4,3.6,14.63,2020-09-17
Hạ Long,PM-10,24,23.0,51.0,29.0,560.58,2020-11-14
Hồ Chí Minh,Wind Speed,24,2.0,4.8,3.6,6.57,2020-11-04
Hạ Long,PM-10,24,50.0,64.0,56.0,164.76,2020-02-20
Hồ Chí Minh,Wind Speed,24,1.0,6.1,4.3,20.64,2020-04-23
Hạ Long,PM-10,24,17.0,43.0,26.0,884.28,2020-04-30
Hồ Chí Minh,Wind Speed,24,0.2,5.1,1.8,17.43,2020-10-07
Hồ Chí Minh,Wind Speed,24,0.5,5.6,2.5,17.42,2020-04-09
Hồ Chí Minh,Wind Speed,24,1.0,3.6,2.0,4.52,2020-11-14
Hồ Chí Minh,Wind Speed,24,2.0,7.2,3.3,14.5,2020-02-07
Hạ Long,PM-10,24,12.0,46.0,21.0,658.97,2020-05-21
Hồ Chí Minh,Wind Speed,24,0.2,5.6,2.3,19.66,2020-07-09
Hạ Long,PM-10,24,20.0,51.0,27.0,884.28,2020-04-12
Hồ Chí Minh,Wind Speed,23,0.2,4.6,1.8,16.85,2020-09-27
Hồ Chí Minh,Wind Speed,24,2.3,5.4,3.6,7.76,2020-12-22
Hồ Chí Minh,Wind Speed,24,2.5,6.1,4.1,10.88,2020-02-04
Hạ Long,PM-10,24,17.0,41.0,28.0,413.62,2020-03-18
Hồ Chí Minh,Wind Speed,24,1.5,4.8,2.5,9.83,2020-07-16
Hạ Long,PM-10,24,8.0,19.0,12.0,98.24,2020-04-24
Hồ Chí Minh,Wind Speed,24,1.8,6.1,3.6,10.49,2020-07-04
Hồ Chí Minh,Wind Speed,24,0.2,4.3,1.2,15.33,2020-08-15
Hồ Chí Minh,Wind Speed,24,0.5,4.8,2.0,15.79,2020-08-16
Hạ Long,PM-10,24,9.0,21.0,10.0,79.71,2020-04-05
Hạ Long,PM-10,24,9.0,15.0,12.0,32.16,2020-06-05
Hạ Long,PM-10,24,6.0,24.0,10.0,213.26,2020-08-06
Hạ Long,PM-10,24,2.0,25.0,14.0,609.98,2020-01-26
Hạ Long,PM-10,24,17.0,44.0,28.0,703.7,2020-01-28
Hồ Chí Minh,Wind Speed,24,0.7,5.4,2.5,14.22,2020-08-11
Hồ Chí Minh,Wind Speed,24,1.5,4.1,3.0,6.94,2020-12-19
Hồ Chí Minh,Wind Speed,24,1.0,6.1,3.3,12.73,2020-10-04
Hạ Long,PM-10,24,28.0,56.0,31.0,503.02,2020-12-03
Hạ Long,PM-10,24,7.0,52.0,14.0,1797.37,2020-07-10
Hồ Chí Minh,Wind Speed,24,1.0,4.3,3.0,9.23,2020-04-05
Hạ Long,PM-10,24,4.0,10.0,7.0,28.04,2020-08-21
Hồ Chí Minh,Wind Speed,24,2.0,5.4,3.3,9.77,2020-10-05
Hạ Long,PM-10,24,20.0,52.0,31.0,913.62,2020-11-11
Hạ Long,PM-10,24,31.0,64.0,57.0,819.98,2020-01-21
Hồ Chí Minh,Wind Speed,24,0.7,4.8,2.8,19.5,2020-07-07
Hạ Long,PM-10,24,12.0,30.0,17.0,381.67,2020-01-27
Hồ Chí Minh,Wind Speed,24,0.7,5.6,1.5,23.55,2020-01-12
Hạ Long,PM-10,24,21.0,43.0,33.0,372.75,2020-04-17
Hồ Chí Minh,Wind Speed,24,0.5,3.0,1.5,5.83,2020-11-13
Hạ Long,PM-10,24,9.0,18.0,12.0,53.89,2020-03-05
Hạ Long,PM-10,24,11.0,35.0,16.0,531.52,2020-06-10
Hạ Long,PM-10,24,4.0,60.0,17.0,2351.23,2020-03-11
Hạ Long,PM-10,24,24.0,38.0,30.0,198.26,2020-12-12
Hạ Long,PM-10,24,15.0,33.0,21.0,300.8,2021-09-01
Hạ Long,PM-10,24,21.0,76.0,32.0,1801.72,2020-05-01
Hồ Chí Minh,Wind Speed,24,2.0,5.1,3.8,5.38,2020-04-19
Hạ Long,PM-10,24,38.0,83.0,51.0,1055.87,2020-01-31
Hồ Chí Minh,Wind Speed,24,1.2,5.1,3.0,10.64,2020-09-05
Hạ Long,PM-10,29,14.0,50.0,34.0,1022.41,2020-02-25
Hồ Chí Minh,Wind Speed,24,0.2,5.4,2.0,29.32,2020-01-07
Hạ Long,PM-10,24,8.0,52.0,13.0,1315.0,2020-02-06
Hồ Chí Minh,Wind Speed,24,2.8,6.4,4.6,7.5,2020-08-27
Hạ Long,PM-10,24,3.0,12.0,5.0,59.35,2020-09-21
Hạ Long,PM-10,24,30.0,43.0,34.0,96.94,2021-04-01
Hạ Long,PM-10,24,16.0,56.0,39.0,1806.01,2021-07-01
Hồ Chí Minh,Wind Speed,24,0.2,7.2,2.3,36.38,2020-09-25
Hạ Long,PM-10,24,15.0,31.0,17.0,265.8,2020-02-14
Hạ Long,PM-10,24,12.0,27.0,14.0,108.91,2020-08-05
Hạ Long,PM-10,24,19.0,36.0,24.0,275.58,2020-05-22
Hồ Chí Minh,Wind Speed,24,0.7,4.1,1.8,6.86,2020-08-09
Hạ Long,PM-10,24,2.0,7.0,3.0,36.23,2020-08-18
Hồ Chí Minh,Wind Speed,23,0.2,6.4,3.6,34.01,2020-04-10
Hạ Long,PM-10,24,2.0,8.0,5.0,42.01,2020-09-23
Hạ Long,PM-10,24,38.0,52.0,46.0,141.14,2020-06-02
Hạ Long,PM-10,58,14.0,54.0,32.0,1152.38,2020-02-27
Hạ Long,PM-10,24,11.0,28.0,13.0,197.61,2020-07-05
Hạ Long,PM-10,24,4.0,11.0,7.0,60.8,2020-08-25
Hạ Long,PM-10,24,15.0,33.0,24.0,257.66,2020-01-09
Hồ Chí Minh,Wind Speed,22,0.2,6.4,0.5,20.13,2020-10-10
Hạ Long,PM-10,24,11.0,32.0,16.0,489.57,2020-10-29
Hạ Long,PM-10,56,10.0,63.0,27.0,1848.04,2020-02-26
Hạ Long,PM-10,72,5.0,34.0,14.0,363.28,2020-06-23
Hạ Long,PM-10,11,5.0,32.0,7.0,931.64,2020-02-07
Hạ Long,PM-10,24,3.0,8.0,6.0,18.26,2020-08-24
Hạ Long,PM-10,24,6.0,25.0,11.0,290.85,2020-05-10
Hạ Long,PM-10,24,30.0,57.0,41.0,583.03,2020-02-24
Hạ Long,PM-10,24,13.0,19.0,16.0,25.49,2020-04-21
Hạ Long,PM-10,24,6.0,17.0,12.0,111.01,2020-05-06
Hạ Long,PM-10,24,6.0,26.0,12.0,396.5,2020-06-17
Hạ Long,PM-10,24,5.0,18.0,12.0,152.75,2020-06-07
Hạ Long,PM-10,24,16.0,30.0,21.0,227.83,2020-11-26
Hạ Long,PM-10,24,32.0,55.0,41.0,351.23,2020-03-02
Hạ Long,PM-10,24,47.0,73.0,57.0,448.68,2020-02-22
Hạ Long,PM-10,24,9.0,19.0,12.0,47.66,2020-05-14
Hạ Long,PM-10,24,8.0,22.0,14.0,147.37,2020-07-31
Hạ Long,PM-10,24,10.0,14.0,12.0,19.06,2020-09-25
Hạ Long,PM-10,24,9.0,24.0,13.0,173.62,2020-12-17
Hạ Long,PM-10,24,24.0,52.0,31.0,847.75,2020-02-01
Hạ Long,PM-10,24,15.0,36.0,24.0,466.67,2020-03-25
Hạ Long,PM-10,24,11.0,30.0,19.0,344.93,2020-05-13
Hạ Long,PM-10,24,7.0,43.0,11.0,1312.17,2020-05-03
Hồ Chí Minh,Wind Speed,24,0.5,2.8,1.5,4.55,2020-12-17
Hạ Long,PM-10,24,10.0,21.0,13.0,90.14,2020-08-07
Hạ Long,PM-10,24,11.0,33.0,22.0,509.11,2020-10-31
Hồ Chí Minh,Wind Speed,23,0.2,7.2,1.8,23.97,2020-09-20
Hạ Long,PM-10,24,21.0,54.0,36.0,1008.24,2020-10-11
Hồ Chí Minh,Wind Speed,24,0.5,2.8,1.8,4.59,2020-03-11
Hạ Long,PM-10,24,18.0,59.0,32.0,1845.43,2021-12-01
Hạ Long,PM-10,24,22.0,48.0,42.0,643.9,2020-05-02
Hạ Long,PM-10,24,16.0,42.0,23.0,502.83,2020-03-22
Hồ Chí Minh,Wind Speed,24,2.3,5.9,4.3,11.96,2020-04-04
Hồ Chí Minh,Wind Speed,24,0.2,7.9,1.5,25.32,2020-04-25
Hồ Chí Minh,Wind Speed,24,1.0,5.6,2.3,16.61,2020-04-29
Hồ Chí Minh,Wind Speed,24,1.0,4.8,3.0,12.38,2020-08-06
Hạ Long,PM-10,24,8.0,33.0,11.0,539.11,2020-04-06
Hồ Chí Minh,Wind Speed,23,1.0,5.1,3.0,15.05,2020-03-07
Hạ Long,PM-10,24,6.0,19.0,11.0,144.57,2020-09-17
Hạ Long,PM-10,24,16.0,49.0,24.0,682.61,2020-11-28
Hồ Chí Minh,Wind Speed,23,0.7,4.8,1.2,11.45,2020-09-09
Hạ Long,PM-10,24,14.0,27.0,19.0,149.49,2020-03-13
Hồ Chí Minh,Wind Speed,24,1.8,6.1,3.6,12.33,2020-09-04
Hạ Long,PM-10,24,33.0,93.0,40.0,2314.18,2020-09-04
Hồ Chí Minh,Wind Speed,24,1.0,6.4,2.0,15.28,2020-10-06
Hạ Long,PM-10,24,11.0,19.0,14.0,77.97,2020-05-18
Hồ Chí Minh,Wind Speed,24,0.7,5.4,2.5,16.0,2020-12-10
Hạ Long,PM-10,24,16.0,39.0,25.0,310.14,2020-10-13
Hạ Long,PM-10,24,12.0,23.0,19.0,118.97,2020-11-15
Hồ Chí Minh,Wind Speed,24,0.2,3.3,1.0,6.93,2020-12-12
Hạ Long,PM-10,24,14.0,35.0,16.0,330.85,2020-12-24
Hồ Chí Minh,Wind Speed,24,0.2,3.0,1.0,8.81,2020-06-23
Hạ Long,PM-10,24,14.0,31.0,22.0,238.84,2020-04-04
Hạ Long,PM-10,24,4.0,15.0,9.0,107.66,2020-05-07
Hồ Chí Minh,Wind Speed,21,0.5,5.1,2.3,17.62,2020-09-08
Hạ Long,PM-10,24,5.0,14.0,9.0,63.03,2020-08-20
Hồ Chí Minh,Wind Speed,24,0.7,3.0,2.0,2.57,2020-10-23
Hạ Long,PM-10,24,7.0,17.0,11.0,75.49,2020-05-17
Hồ Chí Minh,Wind Speed,24,0.7,3.6,2.0,7.07,2020-01-11
Hạ Long,PM-10,24,8.0,20.0,11.0,77.32,2020-06-30
Hồ Chí Minh,Wind Speed,24,0.5,5.4,1.5,22.89,2020-08-13
Hạ Long,PM-10,24,3.0,13.0,6.0,95.87,2020-09-26
Hạ Long,PM-10,24,13.0,42.0,23.0,602.83,2020-12-30
Hồ Chí Minh,Wind Speed,24,1.0,4.6,2.0,11.86,2020-11-28
Hạ Long,PM-10,24,19.0,29.0,23.0,72.75,2021-01-01
Hạ Long,PM-10,24,25.0,46.0,33.0,361.29,2020-01-15
Hồ Chí Minh,Wind Speed,24,0.7,2.8,2.0,3.06,2021-06-01
Hạ Long,PM-10,12,43.0,62.0,54.0,419.09,2020-02-17
Hồ Chí Minh,Wind Speed,24,0.2,4.8,1.8,21.08,2020-05-26
Hạ Long,PM-10,24,34.0,99.0,51.0,2587.17,2020-10-03
Hạ Long,PM-10,24,21.0,51.0,34.0,1043.19,2021-10-01
Hồ Chí Minh,Wind Speed,23,0.2,6.9,1.0,27.64,2020-06-16
Hạ Long,PM-10,24,3.0,12.0,7.0,56.5,2020-08-13
Hồ Chí Minh,Wind Speed,24,0.5,3.3,1.5,10.18,2020-07-19
Hạ Long,PM-10,24,27.0,65.0,60.0,2251.23,2020-01-20
Hạ Long,PM-10,24,35.0,59.0,48.0,318.24,2020-02-21
Hồ Chí Minh,Wind Speed,24,0.7,6.1,3.0,22.38,2020-07-30
Hạ Long,PM-10,24,15.0,26.0,22.0,121.72,2020-03-27
Hồ Chí Minh,Wind Speed,24,2.5,10.5,5.4,46.89,2020-01-08
Hạ Long,PM-10,24,10.0,21.0,12.0,114.78,2020-07-13
Hồ Chí Minh,Wind Speed,24,0.5,3.3,1.5,7.78,2021-01-14
Hạ Long,PM-10,24,3.0,12.0,6.0,39.98,2020-03-10
Hồ Chí Minh,Wind Speed,23,0.2,5.1,2.3,18.32,2020-07-28
Hạ Long,PM-10,24,11.0,37.0,21.0,569.84,2020-10-22
Hồ Chí Minh,Wind Speed,24,0.2,4.8,2.5,17.02,2020-08-17
Hồ Chí Minh,Wind Speed,24,0.2,4.8,3.0,21.26,2020-09-28
Hạ Long,PM-10,24,9.0,34.0,21.0,482.83,2020-11-29
Hồ Chí Minh,Wind Speed,24,0.2,4.6,1.2,29.49,2020-12-24
Hồ Chí Minh,Wind Speed,24,0.5,3.0,1.8,4.72,2021-03-01
Hồ Chí Minh,Wind Speed,24,1.8,4.3,3.0,4.99,2020-06-05
Hạ Long,PM-10,24,40.0,61.0,52.0,291.3,2020-01-01
Hồ Chí Minh,Wind Speed,24,0.5,4.8,2.5,17.29,2020-06-27
Hạ Long,PM-10,24,4.0,36.0,11.0,1405.2,2020-04-03
Hạ Long,PM-10,24,8.0,13.0,12.0,31.01,2020-05-15
Hồ Chí Minh,Wind Speed,24,1.5,7.2,3.8,31.56,2020-04-08
Hạ Long,PM-10,24,31.0,55.0,40.0,567.54,2020-04-28
Hồ Chí Minh,Wind Speed,24,0.2,4.1,1.2,10.5,2020-11-18
Hạ Long,PM-10,24,4.0,13.0,6.0,53.62,2020-12-09
Hạ Long,PM-10,24,24.0,54.0,33.0,842.01,2020-11-01
Hồ Chí Minh,Wind Speed,24,0.5,3.6,2.0,5.38,2021-11-01
Hồ Chí Minh,Wind Speed,24,1.5,5.1,3.3,8.47,2020-04-22
Hồ Chí Minh,Wind Speed,24,2.0,4.8,3.3,7.7,2020-07-05
Hồ Chí Minh,Wind Speed,24,0.2,6.4,1.2,20.02,2020-02-06
Hồ Chí Minh,Wind Speed,24,0.2,6.9,2.5,22.49,2020-07-29
Hồ Chí Minh,Wind Speed,22,0.5,6.1,1.5,25.73,2020-03-10
Hồ Chí Minh,Wind Speed,24,1.5,4.3,3.6,5.46,2020-03-30
Hồ Chí Minh,Wind Speed,24,0.7,5.6,2.5,20.44,2020-12-06
Hồ Chí Minh,Wind Speed,24,0.2,4.1,1.8,13.09,2020-12-29
Hạ Long,PM-10,47,13.0,44.0,23.0,470.84,2020-02-28
Hồ Chí Minh,Wind Speed,24,1.5,6.1,3.0,23.97,2020-10-28
Hạ Long,PM-10,24,12.0,36.0,24.0,644.28,2020-03-20
Hồ Chí Minh,Wind Speed,22,0.2,6.4,1.8,20.25,2020-06-13
Hạ Long,PM-10,24,25.0,114.0,38.0,4936.45,2020-12-04
Hồ Chí Minh,Wind Speed,22,0.5,5.1,1.0,18.4,2020-08-07
Hồ Chí Minh,Wind Speed,23,0.2,5.4,2.0,17.88,2020-07-14
Hồ Chí Minh,Wind Speed,23,0.2,5.9,1.2,14.46,2020-09-21
Hạ Long,PM-10,72,6.0,56.0,13.0,737.96,2020-06-25
Hồ Chí Minh,Wind Speed,24,0.2,4.1,2.3,8.5,2020-10-21
Hạ Long,PM-10,24,10.0,26.0,13.0,210.44,2020-07-28
Hồ Chí Minh,Wind Speed,24,0.5,3.0,1.5,4.8,2021-05-01
Hồ Chí Minh,Wind Speed,24,0.2,4.3,2.5,10.85,2021-01-16
Hạ Long,PM-10,24,4.0,15.0,8.0,68.41,2020-07-09
Hồ Chí Minh,Wind Speed,24,0.5,5.1,1.5,13.62,2020-06-24
Hạ Long,PM-10,24,9.0,21.0,12.0,115.0,2020-10-30
Hồ Chí Minh,Wind Speed,23,0.2,4.8,1.2,18.55,2020-09-14
Hạ Long,PM-10,24,12.0,43.0,32.0,855.87,2020-10-02
Hồ Chí Minh,Wind Speed,23,0.5,5.1,2.3,14.98,2020-09-19
Hạ Long,PM-10,24,17.0,43.0,28.0,619.55,2020-03-31
Hồ Chí Minh,Wind Speed,24,0.5,4.1,2.5,9.29,2020-11-20
Hạ Long,PM-10,24,21.0,57.0,33.0,1059.93,2020-10-04
Hồ Chí Minh,Wind Speed,24,0.5,4.6,2.5,18.67,2020-09-06
Hạ Long,PM-10,24,23.0,37.0,34.0,181.14,2020-12-23
Hồ Chí Minh,Wind Speed,24,0.2,4.6,1.8,23.08,2020-09-30
Hồ Chí Minh,Wind Speed,24,2.0,5.4,3.6,10.93,2020-04-20
Hạ Long,PM-10,24,15.0,44.0,36.0,913.03,2020-03-28
Hạ Long,PM-10,24,12.0,23.0,14.0,80.42,2020-05-20
Hồ Chí Minh,Wind Speed,21,0.5,5.1,1.5,16.96,2020-07-23
Hạ Long,PM-10,24,9.0,26.0,12.0,145.2,2020-07-17
Hồ Chí Minh,Wind Speed,24,2.0,4.8,3.3,4.84,2020-08-23
Hạ Long,PM-10,24,3.0,14.0,6.0,69.28,2020-10-09
Hạ Long,PM-10,24,19.0,37.0,25.0,225.8,2020-12-10
Hồ Chí Minh,Wind Speed,24,0.7,5.9,2.3,18.0,2020-05-10
Hạ Long,PM-10,24,11.0,30.0,18.0,293.02,2020-10-21
Hạ Long,PM-10,24,23.0,37.0,28.0,149.55,2020-06-12
Hồ Chí Minh,Wind Speed,24,0.7,7.2,2.8,21.09,2020-05-19
Hạ Long,PM-10,24,22.0,53.0,40.0,1162.88,2020-01-22
Hồ Chí Minh,Wind Speed,23,0.2,4.1,1.8,13.84,2020-08-20
Hạ Long,PM-10,24,17.0,48.0,27.0,617.32,2020-08-03
Hạ Long,PM-10,24,6.0,20.0,12.0,199.55,2020-06-06
Hồ Chí Minh,Wind Speed,23,1.0,4.6,3.3,13.06,2020-08-21
Hồ Chí Minh,Wind Speed,24,0.5,4.8,2.8,8.92,2021-01-18
Hạ Long,PM-10,24,6.0,15.0,8.0,60.0,2020-08-29
Hạ Long,PM-10,15,30.0,53.0,51.0,795.24,2021-01-20
Hồ Chí Minh,Wind Speed,24,0.5,4.6,1.2,9.39,2020-11-16
Hạ Long,PM-10,24,13.0,36.0,27.0,640.8,2020-06-03
Hạ Long,PM-10,24,15.0,35.0,17.0,261.67,2020-10-05
Hồ Chí Minh,Wind Speed,24,0.7,3.0,1.2,6.26,2020-11-24
Hồ Chí Minh,Wind Speed,24,0.2,2.8,1.5,4.53,2020-11-26
Hồ Chí Minh,Wind Speed,22,0.2,4.6,1.2,13.6,2020-04-06
Hồ Chí Minh,Wind Speed,23,0.5,4.1,1.5,7.63,2020-08-14
Hạ Long,PM-10,24,4.0,17.0,8.0,166.01,2020-07-26
Hồ Chí Minh,Wind Speed,24,0.5,6.9,1.0,24.16,2020-01-09
Hồ Chí Minh,Wind Speed,22,0.2,5.4,1.2,19.76,2020-12-09
Hạ Long,PM-10,24,22.0,51.0,30.0,769.98,2020-11-27
Hồ Chí Minh,Wind Speed,24,0.2,5.4,1.5,11.08,2020-12-11
Hạ Long,PM-10,24,22.0,47.0,34.0,574.77,2020-04-16
Hồ Chí Minh,Wind Speed,24,2.8,6.4,3.8,8.06,2020-04-17
Hạ Long,PM-10,24,5.0,11.0,7.0,36.36,2020-09-08
Hồ Chí Minh,Wind Speed,24,0.5,4.3,2.3,14.45,2020-06-18
Hồ Chí Minh,Wind Speed,24,0.7,4.6,2.5,13.51,2020-07-11
Hạ Long,PM-10,24,1.0,11.0,2.0,135.58,2020-10-15
Hạ Long,PM-10,24,5.0,18.0,11.0,216.94,2020-12-16
Hồ Chí Minh,Wind Speed,24,1.0,5.1,3.3,16.39,2020-09-16
Hạ Long,PM-10,24,11.0,27.0,14.0,147.37,2020-07-07
Hạ Long,PM-10,24,25.0,44.0,38.0,353.46,2020-12-02
Hạ Long,PM-10,24,8.0,45.0,28.0,1164.06,2020-05-24
Hồ Chí Minh,Wind Speed,23,0.5,6.1,2.5,17.76,2020-11-10
