Province,Address,Province Latitude,Province Longitude,Date,AQI,CO,NO2,O3,PM-10,PM-2.5,SO2,Primary Pollutant,Fog,Humidity,Temperature,Wind Speed,Pressure
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-09-10,72,1.0,4.0,12.62,16.0,22.0,5.322222222222223,PM-2.5,23.0,52.0,34.0,2.0,1007.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-09-10,59,3.0,17.0,12.62,13.0,16.0,5.322222222222223,NO2,23.0,52.0,34.0,1.8,1007.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-09-10,149,2.0,5.0,12.62,37.0,55.0,5.322222222222223,PM-2.5,23.0,52.0,34.0,1.8,1007.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-09-10,152,5.0,10.0,12.62,41.0,57.0,5.322222222222223,PM-2.5,23.0,52.0,34.0,1.8,1007.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-09-09,159,13.0,10.0,12.62,1.0,1.0,5.322222222222223,CO,25.5,97.0,26.0,2.0,1012.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-09-10,153,7.0,17.0,12.62,54.0,60.0,5.322222222222223,PM-2.5,23.0,52.0,34.0,1.8,1007.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-09-10,74,3.0,13.068253968253968,12.62,16.0,23.0,5.322222222222223,PM-2.5,23.0,52.0,34.0,1.8,1007.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-09-17,149,0.1,10.1,7.8,39.92063492063492,55.0,5.1,PM-2.5,28.0,89.0,30.0,4.6,1009.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-09-17,84,1.0,8.0,12.62,22.0,28.0,5.322222222222223,PM-2.5,27.0,88.0,29.0,3.0,1010.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-09-17,78,5.0,25.0,12.62,19.0,25.0,5.322222222222223,NO2,27.0,88.0,29.0,3.0,1010.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-09-17,107,2.0,12.0,12.62,25.0,38.0,5.322222222222223,PM-2.5,27.0,86.0,29.5,4.1,1009.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-09-17,139,4.0,8.0,12.62,45.0,51.0,5.322222222222223,PM-2.5,27.0,88.0,29.0,3.0,1010.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-09-17,137,6.0,9.0,12.62,31.0,50.0,5.322222222222223,PM-2.5,27.0,86.0,29.5,4.1,1009.5
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-09-17,142,9.0,19.0,12.62,53.0,52.0,5.322222222222223,PM-10,27.0,88.0,29.0,3.0,1010.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-09-17,82,4.0,13.068253968253968,12.62,19.0,27.0,5.322222222222223,PM-2.5,27.0,88.0,29.0,3.0,1010.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-09-21,210,0.1,8.3,12.6,39.92063492063492,160.0,6.6,PM-2.5,26.0,79.0,30.0,1.5,1011.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-09-21,158,1.0,8.0,12.62,51.0,69.0,5.322222222222223,PM-2.5,25.0,88.0,27.0,1.0,1012.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-09-21,167,5.0,16.0,12.62,56.0,86.0,5.322222222222223,PM-2.5,25.0,88.0,27.0,1.0,1012.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-09-21,178,4.0,11.0,12.62,59.0,107.0,5.322222222222223,PM-2.5,26.0,88.0,28.0,1.0,1012.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-09-21,184,7.0,16.0,12.62,84.0,119.0,5.322222222222223,PM-2.5,25.0,88.0,27.0,1.0,1012.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-09-21,84,6.0,15.0,12.62,66.0,28.0,5.322222222222223,PM-10,25.0,88.0,27.0,1.0,1012.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-09-21,326,33.0,31.0,12.62,70.0,100.0,5.322222222222223,PM-2.5,25.0,88.0,27.0,1.0,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-09-21,177,6.0,13.068253968253968,12.62,58.0,105.0,5.322222222222223,PM-2.5,25.0,88.0,27.0,1.0,1012.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-09-23,153,0.1,7.4,14.3,39.92063492063492,59.0,5.1,PM-2.5,21.5,56.5,31.0,2.3,1009.5
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-09-23,89,1.0,4.0,12.62,21.0,30.0,5.322222222222223,PM-2.5,22.0,58.0,31.0,3.0,1010.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-09-23,66,3.0,19.0,12.62,13.0,19.0,5.322222222222223,NO2,21.5,56.5,31.0,2.3,1009.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-09-23,122,2.0,8.0,12.62,36.0,44.0,5.322222222222223,PM-2.5,21.5,56.5,31.0,2.3,1009.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-09-23,168,8.0,12.0,12.62,53.0,89.0,5.322222222222223,PM-2.5,21.5,56.5,31.0,2.3,1009.5
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-09-23,72,3.0,8.0,12.62,15.0,22.0,5.322222222222223,PM-2.5,21.5,56.5,31.0,2.3,1009.5
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-09-23,169,4.0,15.0,12.62,71.0,91.0,5.322222222222223,PM-2.5,21.5,56.5,31.0,2.3,1009.5
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-09-23,87,4.0,13.068253968253968,12.62,19.0,29.0,5.322222222222223,PM-2.5,21.5,56.5,31.0,2.3,1009.5
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-09-30,170,0.1,9.2,34.6,39.92063492063492,93.0,5.6,PM-2.5,22.0,52.0,33.0,1.0,1008.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-09-30,153,6.0,13.068253968253968,3.0,39.92063492063492,58.55555555555556,5.322222222222223,PM-2.5,22.5,53.5,33.0,0.5,1008.5
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-09-30,156,2.0,7.0,12.62,47.0,65.0,5.322222222222223,PM-2.5,23.0,55.0,33.0,1.0,1009.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-09-30,163,8.0,29.0,12.62,52.0,78.0,5.322222222222223,PM-2.5,23.0,55.0,33.0,1.0,1009.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-09-30,168,6.0,11.0,12.62,63.0,89.0,5.322222222222223,PM-2.5,22.0,52.0,33.0,1.0,1008.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-09-30,181,12.0,17.0,12.62,65.0,114.0,5.322222222222223,PM-2.5,23.0,55.0,33.0,1.0,1009.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-09-30,153,7.0,16.0,12.62,40.0,60.0,5.322222222222223,PM-2.5,23.0,55.0,33.0,1.0,1009.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-09-30,277,27.0,28.0,12.62,75.0,101.0,5.322222222222223,PM-2.5,23.0,55.0,33.0,1.0,1009.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-09-30,178,9.0,13.068253968253968,12.62,60.0,108.0,5.322222222222223,PM-2.5,23.0,55.0,33.0,1.0,1009.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-10-08,181,0.1,6.0,14.7,47.80952380952381,114.0,5.6,PM-2.5,18.0,45.0,31.0,5.6,1006.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-10-08,180,1.0,19.0,4.493333333333334,65.0,111.0,5.599999999999999,PM-2.5,19.0,49.5,30.5,4.1,1006.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-10-08,171,5.0,26.0,4.493333333333334,57.0,94.0,5.599999999999999,PM-2.5,19.0,49.5,30.5,4.1,1006.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-10-08,195,5.0,13.0,4.493333333333334,81.0,140.0,5.599999999999999,PM-2.5,19.0,49.5,30.5,4.1,1006.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-10-08,198,9.0,16.0,4.493333333333334,90.0,146.0,5.599999999999999,PM-2.5,19.0,49.5,30.5,4.1,1006.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-10-08,191,6.0,20.0,4.493333333333334,69.0,133.0,5.599999999999999,PM-2.5,19.0,49.5,30.5,4.1,1006.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-10-08,306,31.0,29.0,4.493333333333334,101.0,152.0,5.599999999999999,PM-2.5,19.0,49.5,30.5,4.1,1006.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-10-08,190,9.0,18.54047619047619,4.493333333333334,69.0,132.0,5.599999999999999,PM-2.5,19.0,49.5,30.5,4.1,1006.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-10-11,127,0.1,7.8,4.1,47.80952380952381,46.0,5.1,PM-10,23.0,100.0,23.0,4.3,1008.5
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-10-10,53,2.0,5.0,4.493333333333334,8.0,13.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,4.1,1005.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-10-10,46,3.0,18.0,4.493333333333334,8.0,11.0,5.599999999999999,NO2,24.0,100.0,24.0,4.1,1005.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-10-11,70,3.0,14.0,4.493333333333334,9.0,21.0,5.599999999999999,PM-2.5,23.0,100.0,23.0,4.1,1008.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-10-10,115,8.0,9.0,4.493333333333334,45.0,41.0,5.599999999999999,PM-10,24.0,100.0,24.0,4.6,1005.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-10-09,147,6.0,20.0,4.493333333333334,32.0,54.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,3.6,1005.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-10-10,105,5.0,19.0,4.493333333333334,38.0,37.0,5.599999999999999,PM-10,24.0,100.0,24.0,4.1,1005.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-10-10,72,3.0,18.54047619047619,4.493333333333334,15.0,22.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.6,1003.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-10-14,137,0.1,6.0,5.7,47.80952380952381,50.0,5.1,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-10-13,59,2.0,5.0,4.493333333333334,15.0,16.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-10-13,95,4.0,25.0,4.493333333333334,23.0,33.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-10-13,102,4.0,15.0,4.493333333333334,28.0,36.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-10-13,154,10.0,13.0,4.493333333333334,55.0,61.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-10-13,132,6.0,27.0,4.493333333333334,31.0,48.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,3.6,1005.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-10-13,231,20.0,22.0,4.493333333333334,53.0,42.0,5.599999999999999,PM-10,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-10-10,72,3.0,18.54047619047619,4.493333333333334,15.0,22.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.6,1003.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-10-18,144,0.1,6.9,2.5,47.80952380952381,53.0,5.1,PM-2.5,19.0,100.0,19.0,2.5,1021.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-10-18,112,3.0,11.0,4.493333333333334,23.0,40.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-10-18,66,6.0,30.0,4.493333333333334,35.0,19.0,5.599999999999999,PM-10,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-10-18,63,4.0,13.0,4.493333333333334,12.0,18.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-10-18,271,26.0,25.0,4.493333333333334,39.0,54.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-10-18,91,4.0,19.0,4.493333333333334,17.0,31.0,5.599999999999999,PM-2.5,19.0,100.0,19.0,2.5,1021.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-10-18,211,17.0,22.0,4.493333333333334,45.0,56.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.4,1008.5
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-10-18,117,4.0,18.54047619047619,4.493333333333334,27.0,42.0,5.599999999999999,PM-2.5,24.0,100.0,24.0,5.6,1003.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-10-20,223,0.2,22.0,6.5,47.80952380952381,173.0,6.6,PM-2.5,24.0,97.0,24.5,2.8,1016.5
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-10-19,161,6.0,14.0,4.493333333333334,42.0,75.0,5.599999999999999,PM-2.5,22.0,100.0,22.0,1.0,1016.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-10-20,211,17.0,38.0,4.493333333333334,87.0,155.0,5.599999999999999,PM-2.5,24.0,97.0,24.5,2.8,1016.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-10-20,178,10.0,21.0,4.493333333333334,83.0,107.0,5.599999999999999,PM-2.5,24.0,97.0,24.5,2.8,1016.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-10-19,178,10.0,33.0,4.493333333333334,78.0,107.0,5.599999999999999,PM-2.5,22.0,100.0,22.0,1.0,1016.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-10-19,158,12.0,33.0,4.493333333333334,47.0,70.0,5.599999999999999,PM-2.5,22.0,100.0,22.0,1.0,1016.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-10-19,271,26.0,27.0,4.493333333333334,85.0,114.0,5.599999999999999,PM-2.5,22.0,100.0,22.0,1.0,1016.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-10-19,176,14.0,18.54047619047619,4.493333333333334,55.0,80.0,5.599999999999999,PM-2.5,22.0,100.0,22.0,1.0,1016.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-10-25,179,0.1,11.0,15.9,47.80952380952381,109.0,6.1,PM-2.5,11.0,36.0,27.0,1.0,1015.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-10-25,163,3.0,7.0,4.493333333333334,49.0,79.0,5.599999999999999,PM-2.5,12.0,41.0,26.0,2.0,1018.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-10-25,158,5.0,32.0,4.493333333333334,49.0,70.0,5.599999999999999,PM-2.5,12.5,42.5,26.0,2.3,1017.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-10-25,182,3.0,11.0,4.493333333333334,69.0,116.0,5.599999999999999,PM-2.5,11.0,36.0,27.0,1.0,1015.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-10-25,186,13.0,26.0,4.493333333333334,78.0,124.0,5.599999999999999,PM-2.5,12.5,42.5,26.0,2.3,1017.5
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-10-25,149,3.0,21.0,4.493333333333334,49.0,55.0,5.599999999999999,PM-2.5,12.0,41.0,26.0,2.0,1018.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-10-25,204,16.0,21.0,4.493333333333334,79.0,122.0,5.599999999999999,PM-2.5,12.5,42.5,26.0,2.3,1017.5
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-10-25,165,3.0,18.54047619047619,4.493333333333334,53.0,82.0,5.599999999999999,PM-2.5,12.0,41.0,26.0,2.0,1018.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-10-07,160,10.0,18.54047619047619,2.0,47.80952380952381,73.45833333333333,5.599999999999999,PM-2.5,27.0,91.0,28.5,2.0,1007.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-11-01,97,0.1,6.4,4.1,40.705882352941174,34.0,5.1,PM-10,22.0,100.0,22.0,3.0,1017.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-11-01,63,5.0,6.0,3.033333333333333,10.0,18.0,5.433333333333333,PM-2.5,21.0,100.0,21.0,2.5,1018.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-11-01,119,6.0,22.0,3.033333333333333,26.0,43.0,5.433333333333333,PM-2.5,21.0,100.0,21.0,2.5,1017.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-11-01,80,5.0,15.0,3.033333333333333,19.0,26.0,5.433333333333333,PM-2.5,21.0,100.0,21.0,2.5,1017.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-11-01,84,5.0,11.0,3.033333333333333,28.0,28.0,5.433333333333333,PM-10,21.0,100.0,21.0,2.5,1017.5
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-11-01,76,4.0,16.0,3.033333333333333,19.0,24.0,5.433333333333333,PM-2.5,21.0,100.0,21.0,2.5,1017.5
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-11-01,244,22.0,23.0,3.033333333333333,44.0,40.0,5.433333333333333,PM-10,21.0,100.0,21.0,2.5,1019.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-11-01,76,5.0,21.53888888888889,3.033333333333333,19.0,24.0,5.433333333333333,PM-2.5,21.0,100.0,21.0,2.5,1017.5
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-11-04,167,0.3,19.2,2.9,40.705882352941174,87.0,5.6,PM-2.5,22.0,91.0,23.5,3.6,1014.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-11-03,193,15.0,23.0,3.033333333333333,34.0,62.0,5.433333333333333,PM-2.5,22.0,94.0,23.0,1.5,1014.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-11-03,185,64.0,48.0,3.033333333333333,76.0,121.0,5.433333333333333,PM-2.5,22.5,94.0,23.5,1.8,1014.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-11-04,156,5.0,17.0,3.033333333333333,56.0,65.0,5.433333333333333,PM-2.5,22.0,91.0,23.5,3.6,1014.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-11-03,238,21.0,44.0,3.033333333333333,72.0,103.0,5.433333333333333,PM-2.5,23.0,94.0,24.0,2.0,1013.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-11-03,231,20.0,47.0,3.033333333333333,42.0,72.0,5.433333333333333,PM-2.5,23.0,94.0,24.0,2.5,1014.5
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-11-03,326,33.0,46.0,3.033333333333333,83.0,109.0,5.433333333333333,PM-2.5,23.0,94.0,24.0,2.5,1014.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-11-03,386,39.0,21.53888888888889,3.033333333333333,52.0,72.0,5.433333333333333,PM-2.5,23.0,94.0,24.0,2.5,1014.5
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-11-07,157,0.1,10.1,2.1,40.705882352941174,68.0,5.6,PM-2.5,27.0,100.0,27.0,2.5,1012.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-11-07,115,2.0,2.0,3.033333333333333,24.0,41.0,5.433333333333333,PM-2.5,27.0,97.0,27.5,2.3,1012.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-11-07,147,5.0,25.0,3.033333333333333,40.0,54.0,5.433333333333333,PM-2.5,27.0,97.0,27.5,2.3,1012.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-11-07,119,3.0,7.0,3.033333333333333,48.0,43.0,5.433333333333333,PM-10,27.0,97.0,27.5,2.3,1012.0
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-21,366,37.0,2.0,1.0,65.0,168.0,17.0,PM-2.5,0.0,70.3,18.5,1.0,1003.2
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-22,376,38.0,3.0,1.0,24.0,131.0,22.0,PM-2.5,0.0,93.2,16.7,1.0,1007.1
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-23,396,40.0,2.0,1.0,55.0,151.0,150.0,PM-2.5,0.0,73.1,20.9,2.0,1002.2
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-25,356,36.0,2.0,1.0,56.0,127.0,23.0,PM-2.5,0.0,61.8,24.5,1.0,1001.1
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-26,416,42.0,3.0,1.0,65.0,103.0,33.0,PM-2.5,0.0,76.7,22.6,2.0,1003.7
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-27,406,41.0,1.0,3.0,63.0,28.0,60.0,PM-10,0.0,84.0,20.4,3.0,1003.3
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-29,297,30.0,3.0,23.0,53.0,113.0,46.0,PM-2.5,0.0,70.1,17.5,2.0,1009.3
Lào Cai,"KCN TALOONG1, Vietnam",22.3221386,104.1214227,2021-01-30,376,38.0,7.0,8.0,69.0,175.0,150.0,PM-2.5,0.0,90.3,16.3,150.0,1007.6
