Province,Address,Province Latitude,Province Longitude,Date,AQI,CO,NO2,O3,PM-10,PM-2.5,SO2,Primary Pollutant,Fog,Humidity,Temperature,Wind Speed,Pressure
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-03-29,178,5.0,12.0,20.0,68.0,108.0,3.0,PM-2.5,19.4,88.9,21.3,1.0,923.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-03-31,177,4.0,11.0,43.0,62.0,106.0,1.0,PM-2.5,20.4,57.8,29.6,3.0,920.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-01,185,10.0,30.0,18.0,74.0,122.0,1.0,PM-2.5,20.3,64.9,27.5,1.0,919.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-05,122,2.0,5.0,17.0,37.0,44.0,11.0,PM-2.5,16.3,41.7,30.8,4.0,923.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-06,117,2.0,4.0,25.0,34.0,42.0,11.0,PM-2.5,16.3,40.3,31.4,4.0,923.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-07,134,2.0,3.0,25.0,37.0,49.0,11.0,PM-2.5,17.2,82.9,20.2,1.0,926.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-07,134,2.0,3.0,25.0,37.0,49.0,11.0,PM-2.5,17.2,82.9,20.2,1.0,926.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-16,153,4.0,10.0,31.0,43.0,60.0,11.0,PM-2.5,20.5,95.2,21.3,2.0,925.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-18,182,7.0,20.0,24.0,64.0,116.0,11.0,PM-2.5,19.6,66.7,26.3,2.0,923.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-23,84,3.0,9.0,32.0,23.0,28.0,11.0,O3,21.3,68.6,27.6,3.0,921.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-27,89,3.0,7.0,28.0,24.0,30.0,11.0,PM-2.5,20.7,92.3,22.0,1.0,925.9
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-29,66,1.0,3.0,26.0,16.0,19.0,11.0,O3,18.5,53.8,28.8,4.0,927.3
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-04-29,66,1.0,3.0,29.0,17.0,19.0,11.0,O3,17.6,44.5,31.1,4.0,922.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-05,78,2.0,4.0,9.0,17.0,25.0,12.0,PM-2.5,19.5,81.7,22.8,2.0,924.4
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-10,112,3.0,7.0,31.0,31.0,40.0,12.0,PM-2.5,20.8,81.3,24.2,1.0,924.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-11,142,3.0,6.0,33.0,37.0,52.0,12.0,PM-2.5,22.8,73.4,28.0,4.0,924.1
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-13,95,2.0,5.0,31.0,30.0,33.0,12.0,PM-2.5,19.9,51.4,31.1,1.0,919.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-15,46,2.0,5.0,19.0,13.0,11.0,12.0,O3,20.7,57.5,30.0,1.0,924.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-18,68,2.0,6.0,15.0,20.0,20.0,13.0,PM-10,21.2,88.5,23.2,2.0,924.9
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-19,46,2.0,8.0,26.0,12.0,11.0,12.0,O3,21.7,60.1,30.3,4.0,921.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-20,57,2.0,8.0,27.0,14.0,15.0,12.0,O3,20.9,59.9,29.5,3.0,922.3
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-21,102,4.0,14.0,24.0,31.0,36.0,12.0,PM-2.5,22.6,74.2,27.6,3.0,924.1
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-24,72,3.0,10.0,18.0,27.0,22.0,13.0,PM-10,22.3,84.0,25.2,1.0,922.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-26,61,3.0,8.0,15.0,17.0,17.0,14.0,PM-10,20.9,93.5,22.0,1.0,922.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-28,66,4.0,10.0,13.0,15.0,19.0,14.0,PM-2.5,21.9,93.5,23.0,1.0,925.4
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-05-30,68,1.0,4.0,22.0,18.0,20.0,12.0,O3,22.8,76.0,27.4,3.0,924.3
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-12,25,1.0,3.0,16.0,5.0,6.0,14.0,O3,20.4,97.6,20.8,4.0,920.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-13,25,1.0,2.0,15.0,5.0,6.0,14.0,O3,20.6,98.8,20.8,2.0,921.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-14,55,2.0,3.0,13.0,14.0,14.0,13.0,PM-10,21.2,75.3,25.9,4.0,922.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-21,76,3.0,6.0,9.0,24.0,24.0,14.0,PM-10,21.8,96.4,22.4,1.0,921.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-22,76,4.0,9.0,12.0,22.0,24.0,14.0,PM-2.5,21.6,96.4,22.2,2.0,922.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-23,50,3.0,7.0,13.0,15.0,12.0,14.0,PM-10,20.9,93.5,22.0,1.0,924.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-24,57,3.0,6.0,14.0,16.0,15.0,14.0,PM-10,20.7,95.2,21.5,3.0,923.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-26,68,2.0,6.0,15.0,18.0,20.0,13.0,PM-2.5,20.1,60.4,28.5,4.0,923.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-28,72,2.0,3.0,20.0,22.0,22.0,13.0,PM-10,21.7,83.9,24.6,4.0,924.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-06-29,63,3.0,8.0,13.0,19.0,18.0,14.0,PM-10,20.8,84.3,23.6,2.0,923.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-07-05,57,3.0,8.0,9.0,16.0,15.0,14.0,PM-10,22.2,66.0,29.2,3.0,919.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-07-06,50,2.0,6.0,14.0,14.0,12.0,15.0,SO2,20.0,95.2,20.8,2.0,919.8
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-07-14,46,1.0,2.0,9.0,10.0,11.0,14.0,SO2,21.4,76.7,25.8,1.0,922.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-07-23,42,1.0,2.0,8.0,10.0,10.0,15.0,SO2,21.5,98.8,21.7,2.0,922.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-07-25,21,1.0,2.0,9.0,5.0,5.0,15.0,SO2,20.4,97.6,20.8,5.0,919.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-07-28,33,2.0,2.0,7.0,8.0,8.0,14.0,SO2,21.9,77.7,26.1,4.0,918.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-07-31,25,2.0,3.0,6.0,5.0,6.0,16.0,SO2,21.5,100.0,21.5,2.0,922.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-02,57,2.0,3.0,8.0,11.0,15.0,16.0,SO2,21.8,98.2,22.1,4.0,919.9
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-03,57,2.0,2.0,7.0,12.0,15.0,16.0,SO2,22.1,98.2,22.4,6.0,920.3
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-09,59,2.0,3.0,8.0,13.0,16.0,16.0,PM-2.5,23.2,98.2,23.5,2.0,921.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-09,59,2.0,3.0,8.0,13.0,16.0,16.0,PM-2.5,23.2,98.2,23.5,2.0,921.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-11,59,3.0,4.0,4.0,12.0,16.0,16.0,PM-2.5,21.7,97.0,22.2,2.0,923.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-12,34,3.0,5.0,5.0,5.0,5.0,16.0,SO2,20.7,97.0,21.2,2.0,925.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-14,34,3.0,5.0,6.0,9.0,8.0,16.0,SO2,20.4,94.0,21.4,2.0,922.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-16,46,2.0,3.0,4.0,11.0,11.0,15.0,SO2,21.0,91.8,22.4,1.0,927.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-17,66,4.0,4.0,1.0,14.0,19.0,16.0,PM-2.5,19.6,97.6,20.0,1.0,926.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-18,93,4.0,5.0,2.0,24.0,32.0,16.0,PM-2.5,20.2,98.8,20.4,1.0,924.1
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-19,55,2.0,3.0,10.0,12.0,14.0,15.0,SO2,20.6,100.0,20.6,1.0,923.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-21,61,2.0,3.0,6.0,13.0,17.0,16.0,PM-2.5,20.4,95.2,21.2,2.0,924.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-23,34,3.0,5.0,8.0,10.0,8.0,16.0,SO2,20.0,94.0,21.0,2.0,922.3
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-26,42,2.0,3.0,7.0,8.0,10.0,16.0,SO2,20.6,94.0,21.6,2.0,922.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-27,55,2.0,3.0,4.0,13.0,14.0,16.0,SO2,20.1,97.6,20.5,1.0,922.3
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-28,38,1.0,2.0,5.0,8.0,9.0,16.0,SO2,20.4,97.6,20.8,1.0,923.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-08-31,80,2.0,4.0,2.0,18.0,26.0,16.0,PM-2.5,20.2,97.6,20.6,1.0,923.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-01,63,2.0,4.0,2.0,16.0,18.0,17.0,PM-2.5,20.5,97.0,21.0,1.0,923.6
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-04,21,1.0,2.0,8.0,4.0,4.0,15.0,SO2,20.8,69.3,26.9,3.0,922.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-06,33,1.0,2.0,4.0,9.0,8.0,16.0,SO2,21.1,98.2,21.4,1.0,923.9
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-08,53,3.0,6.0,5.0,14.0,13.0,17.0,SO2,20.9,95.8,21.6,3.0,921.2
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-10,23,2.0,4.0,7.0,6.0,4.0,16.0,SO2,21.4,87.5,23.6,4.0,921.4
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-17,59,1.0,4.0,8.0,13.0,16.0,15.0,PM-2.5,21.1,75.3,25.8,2.0,925.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-21,42,3.0,5.0,8.0,9.0,10.0,16.0,SO2,20.4,76.1,24.9,2.0,924.1
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-23,34,3.0,5.0,4.0,6.0,7.0,18.0,SO2,21.0,97.0,21.5,2.0,921.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-09-30,55,2.0,3.0,10.0,12.0,14.0,15.0,SO2,19.7,64.0,27.1,1.0,925.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-10-08,34,3.0,5.0,7.0,5.0,7.0,17.0,SO2,20.9,100.0,20.9,4.0,916.9
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-10-11,61,5.0,7.0,2.0,18.0,17.0,16.0,PM-10,21.2,95.2,22.0,1.0,921.0
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-10-14,72,4.0,11.0,4.0,15.0,22.0,17.0,PM-2.5,21.4,76.7,25.8,1.0,921.5
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-10-18,24,1.0,1.0,6.0,4.0,3.0,17.0,SO2,20.8,93.5,21.9,2.0,924.9
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-10-20,78,4.0,6.0,3.0,21.0,25.0,17.0,PM-2.5,20.4,90.7,22.0,1.0,928.7
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-10-25,33,1.0,1.0,12.0,7.0,8.0,16.0,SO2,17.6,58.5,26.4,4.0,924.1
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-11-01,33,1.0,1.0,10.0,7.0,8.0,17.0,SO2,19.3,62.0,27.2,5.0,928.3
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-11-04,61,1.0,2.0,4.0,13.0,17.0,1.0,PM-2.5,19.0,92.8,20.2,2.0,926.1
Gia Lai,"phường Thống Nhất - Pleiku, Vietnam",13.998599,107.996482,2021-11-07,82,1.0,2.0,7.0,21.0,27.0,1.0,PM-2.5,18.7,56.4,28.2,3.0,924.1
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-21,132,87.62933750221947,11.0,39.0,25.0,48.0,23.928320906513942,CO,0.0,95.7,17.0,2.0,1001.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-22,134,87.62933750221947,14.0,38.0,26.0,49.0,23.928320906513942,CO,0.0,86.2,21.3,1.0,1001.3
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-23,156,87.62933750221947,9.0,61.0,34.0,65.0,23.928320906513942,CO,0.0,81.3,23.7,2.0,1000.4
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-25,93,87.62933750221947,18.0,16.0,17.0,32.0,23.928320906513942,CO,0.0,95.7,19.8,1.0,1002.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-26,122,87.62933750221947,5.0,26.0,23.0,44.0,23.928320906513942,CO,0.0,85.3,23.2,1.0,1002.9
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-27,124,87.62933750221947,5.0,13.0,26.0,45.0,23.928320906513942,CO,0.0,80.0,21.8,1.0,1002.3
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-29,127,87.62933750221947,5.0,23.0,31.0,46.0,23.928320906513942,CO,0.0,71.9,19.6,1.0,1007.1
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-30,147,87.62933750221947,5.0,16.0,28.0,54.0,23.928320906513942,CO,0.0,91.5,17.4,1.0,1005.4
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-01-31,95,87.62933750221947,5.0,10.0,17.0,33.0,23.928320906513942,CO,0.0,92.7,18.4,1.0,1006.3
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-02,119,87.62933750221947,11.901960784313726,8.0,22.0,43.0,23.928320906513942,CO,0.0,97.5,17.4,2.0,1005.7
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-03,124,87.62933750221947,11.901960784313726,6.0,23.0,45.0,23.928320906513942,CO,0.0,92.2,19.0,2.0,1005.9
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-05,91,87.62933750221947,11.901960784313726,53.0,22.0,31.0,23.928320906513942,CO,0.0,69.7,24.5,1.0,1005.4
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-06,72,87.62933750221947,11.901960784313726,48.0,13.0,22.0,23.928320906513942,CO,0.0,70.9,24.0,1.0,1003.5
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-06,72,87.62933750221947,11.901960784313726,47.0,13.0,22.0,23.928320906513942,CO,0.0,67.4,25.8,1.0,1003.5
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-14,102,87.62933750221947,11.901960784313726,41.0,19.0,36.0,23.928320906513942,CO,0.0,82.9,20.0,2.0,1000.9
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-15,74,87.62933750221947,11.901960784313726,48.0,12.0,23.0,23.928320906513942,CO,19.6,78.8,23.5,1.0,1000.8
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-16,80,87.62933750221947,11.901960784313726,43.0,14.0,26.0,23.928320906513942,CO,19.0,79.6,22.7,1.0,1001.7
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-17,115,87.62933750221947,11.901960784313726,30.0,25.0,41.0,23.928320906513942,CO,18.1,85.1,20.7,2.0,1008.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-18,77,87.62933750221947,11.901960784313726,63.0,19.0,24.0,23.928320906513942,CO,17.6,63.1,25.1,3.0,1009.8
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-20,91,87.62933750221947,11.901960784313726,63.0,17.0,31.0,23.928320906513942,CO,16.3,83.3,19.2,1.0,1004.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-22,61,87.62933750221947,11.901960784313726,36.0,9.0,17.0,23.928320906513942,CO,19.2,85.2,21.8,2.0,999.4
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-23,59,87.62933750221947,11.901960784313726,46.0,12.0,16.0,23.928320906513942,CO,19.8,73.8,24.8,1.0,1000.8
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-24,59,87.62933750221947,11.901960784313726,45.0,9.0,16.0,23.928320906513942,CO,20.4,75.7,25.0,2.0,998.4
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-02-27,80,87.62933750221947,11.901960784313726,10.0,14.0,26.0,23.928320906513942,CO,18.9,95.7,19.6,1.0,998.5
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-02,66,87.62933750221947,11.901960784313726,7.0,11.0,19.0,23.928320906513942,CO,16.9,87.1,19.1,1.0,1004.9
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-03,70,87.62933750221947,11.901960784313726,6.0,11.0,21.0,23.928320906513942,CO,17.0,100.0,17.0,1.0,1002.6
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-05,63,87.62933750221947,11.901960784313726,16.0,10.0,18.0,23.928320906513942,CO,20.5,95.8,21.2,1.0,998.5
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-08,99,87.62933750221947,11.901960784313726,18.0,19.0,35.0,23.928320906513942,CO,21.0,98.8,21.2,1.0,1003.1
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-14,99,87.62933750221947,11.901960784313726,20.0,21.0,35.0,23.928320906513942,CO,22.8,84.5,25.6,2.0,998.5
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-16,76,87.62933750221947,11.901960784313726,18.0,13.0,24.0,23.928320906513942,CO,22.4,87.1,24.7,2.0,998.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-24,76,87.62933750221947,11.901960784313726,14.0,14.0,24.0,23.928320906513942,CO,16.7,71.9,22.0,1.0,1001.4
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-29,78,87.62933750221947,11.901960784313726,4.0,14.142857142857142,25.142857142857142,23.928320906513942,CO,22.6,100.0,22.6,2.0,993.7
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-03-31,78,87.62933750221947,11.901960784313726,8.0,14.142857142857142,25.142857142857142,23.928320906513942,CO,25.3,94.8,26.2,3.0,989.3
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-01,93,87.62933750221947,11.901960784313726,6.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.2,100.0,24.2,2.0,989.8
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-05,93,87.62933750221947,11.901960784313726,6.0,99.5,32.16017316017316,23.928320906513942,PM-10,22.8,91.4,24.3,1.0,1000.8
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-06,93,87.62933750221947,11.901960784313726,0.0,99.5,32.16017316017316,23.928320906513942,PM-10,0.0,0.0,23.9,1.0,0.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-11,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,22.1,98.2,22.4,1.0,1002.5
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-15,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.3,87.7,26.5,2.0,994.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-16,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,25.2,88.9,27.2,2.0,999.6
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-18,93,87.62933750221947,11.901960784313726,3.0,99.5,32.16017316017316,23.928320906513942,PM-10,23.1,94.7,24.0,1.0,997.6
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-23,93,87.62933750221947,11.901960784313726,9.0,99.5,32.16017316017316,23.928320906513942,PM-10,25.2,93.1,26.4,2.0,992.8
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-27,93,87.62933750221947,11.901960784313726,3.0,99.5,32.16017316017316,23.928320906513942,PM-10,22.3,91.3,23.8,1.0,1001.9
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,6.0,99.5,32.16017316017316,23.928320906513942,PM-10,19.4,95.2,20.2,1.0,1004.4
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,8.0,99.5,32.16017316017316,23.928320906513942,PM-10,22.7,84.5,25.5,2.0,999.1
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.7,71.6,30.4,2.0,993.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.7,71.6,30.4,2.0,993.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,0.0,99.5,32.16017316017316,23.928320906513942,PM-10,0.0,0.0,30.4,2.0,0.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,0.0,99.5,32.16017316017316,23.928320906513942,PM-10,0.0,0.0,30.4,2.0,0.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,0.0,99.5,32.16017316017316,23.928320906513942,PM-10,0.0,0.0,30.4,2.0,0.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,0.0,99.5,32.16017316017316,23.928320906513942,PM-10,0.0,0.0,30.4,2.0,0.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,0.0,99.5,32.16017316017316,23.928320906513942,PM-10,0.0,0.0,30.4,2.0,0.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,0.0,99.5,32.16017316017316,23.928320906513942,PM-10,0.0,0.0,30.4,2.0,0.0
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.7,71.6,30.4,2.0,993.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.7,71.6,30.4,2.0,993.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.7,71.6,30.4,2.0,993.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.7,71.6,30.4,2.0,993.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-04-29,93,87.62933750221947,11.901960784313726,7.0,99.5,32.16017316017316,23.928320906513942,PM-10,24.7,71.6,30.4,2.0,993.2
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-06-12,93,87.62933750221947,11.901960784313726,5.0,0.5,32.16017316017316,23.928320906513942,CO,27.7,89.0,29.7,4.0,990.7
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-06-13,93,87.62933750221947,11.901960784313726,6.0,3.8,32.16017316017316,23.928320906513942,CO,25.2,98.2,25.5,4.0,989.5
Hạ Long,Vietnam (Tp Hạ Long),20.9416,107.1158,2021-06-14,93,87.62933750221947,11.901960784313726,6.0,3.8,32.16017316017316,23.928320906513942,CO,27.2,76.7,31.8,2.0,989.2
